Country,Category_Rollup,Year,KWH,CO2
Afghanistan,Clean,1990,1128000000.0,79654000.0
Afghanistan,Clean,1991,1015000000.0,71265000.0
Afghanistan,Clean,1992,703000000.0,49343000.0
Afghanistan,Clean,1993,695000000.0,48387500.0
Afghanistan,Clean,1994,687000000.0,47432000.0
Afghanistan,Clean,1995,675000000.0,46241000.0
Afghanistan,Clean,1996,675000000.0,44787500.0
Afghanistan,Clean,1997,670000000.0,42272500.0
Afghanistan,Clean,1998,665000000.0,39757500.0
Afghanistan,Clean,1999,685000000.0,41742500.0
Afghanistan,Clean,2000,687700000.0,40500450.0
Afghanistan,Clean,2001,691100000.0,43131200.0
Afghanistan,Clean,2002,722200000.0,37779500.0
Afghanistan,Clean,2003,976000000.0,71189500.0
Afghanistan,Clean,2004,780000000.0,49152500.0
Afghanistan,Clean,2005,906000000.0,54713500.0
Afghanistan,Clean,2006,913000000.0,60011000.0
Afghanistan,Clean,2007,950000000.0,60534000.0
Afghanistan,Clean,2008,394788000000.0,7343468500.0
Afghanistan,Clean,2009,889000000.0,34857500.0
Afghanistan,Clean,2010,892000000.0,36689500.0
Afghanistan,Clean,2011,1005000000.0,47016500.0
Afghanistan,Clean,2012,1022000000.0,42163000.0
Afghanistan,Clean,2013,1022300000.0,54184150.0
Afghanistan,Clean,2014,1049300000.0,44283050.0
Afghanistan,Coal,1990,4168511534422.294,1365187527523.3013
Afghanistan,Coal,1991,3256730621514.497,1066579278545.9978
Afghanistan,Coal,1992,3256757368202.561,1066588038086.3387
Afghanistan,Coal,1993,4168582006700.894,1365210607194.5427
Afghanistan,Coal,1994,3256826701452.472,1066610744725.6846
Afghanistan,Coal,1995,506567733.80100006,165900932.81982753
Afghanistan,Coal,1996,531847989.273,174180216.4869075
Afghanistan,Coal,1997,537856798218.416,176148101416.53125
Afghanistan,Coal,1998,598079826.5489999,195871143.1947975
Afghanistan,Coal,1999,628747746.485,205914886.97383752
Afghanistan,Coal,2000,670342779.761,219537260.37172753
Afghanistan,Coal,2001,897926687.8970001,294070990.2862675
Afghanistan,Coal,2002,882157402.2900001,288906549.249975
Afghanistan,Coal,2003,1021968506.293,334694685.8109575
Afghanistan,Coal,2004,1040606972.161,340798783.3827275
Afghanistan,Coal,2005,538097567577.698,176226953381.6961
Afghanistan,Coal,2006,538121937874.972,176234934654.05334
Afghanistan,Coal,2007,538147070256.189,176243165508.9019
Afghanistan,Coal,2008,538172964721.349,176251645946.2418
Afghanistan,Coal,2009,4964162242.707,1625763134.4865425
Afghanistan,Coal,2010,6823789348.3619995,2234791011.588555
Afghanistan,Coal,2011,12996474786.013,4256345492.4192576
Afghanistan,Coal,2012,11069889530.039,3625388821.0877724
Afghanistan,Coal,2013,11969026135.812,3919856059.47843
Afghanistan,Coal,2014,538337894436.626,176305660427.99503
Afghanistan,Exclude,1990,282494000.0,70623500.0
Afghanistan,Exclude,1991,250494000.0,62623500.0
Afghanistan,Exclude,1992,205494000.0,51373500.0
Afghanistan,Exclude,1993,203494000.0,50873500.0
Afghanistan,Exclude,1994,200494000.0,50123500.0
Afghanistan,Exclude,1995,180494000.0,45123500.0
Afghanistan,Exclude,1996,162494000.0,40623500.0
Afghanistan,Exclude,1997,122494000.0,30623500.0
Afghanistan,Exclude,1998,115494000.0,28873500.0
Afghanistan,Exclude,1999,100514000.0,25128500.0
Afghanistan,Exclude,2000,100472000.0,25118000.0
Afghanistan,Exclude,2001,98498000.0,24624500.0
Afghanistan,Exclude,2002,125491000.0,31372750.0
Afghanistan,Exclude,2003,135489000.0,33872250.0
Afghanistan,Exclude,2004,150489000.0,37622250.0
Afghanistan,Exclude,2005,150489000.0,37622250.0
Afghanistan,Exclude,2006,300489000.0,75122250.0
Afghanistan,Exclude,2007,300489000.0,75122250.0
Afghanistan,Exclude,2008,300489000.0,75122250.0
Afghanistan,Exclude,2009,300489000.0,75122250.0
Afghanistan,Exclude,2010,1387489000.0,346872250.0
Afghanistan,Exclude,2011,1145431000.0,286357750.0
Afghanistan,Exclude,2012,1922431000.0,480607750.0
Afghanistan,Exclude,2013,1633931000.0,408482750.0
Afghanistan,Exclude,2014,2205331000.0,551332750.0
Afghanistan,Gasoline,1990,3483363897.8,891400157.564
Afghanistan,Gasoline,1991,3250419267.0,831818998.788
Afghanistan,Gasoline,1992,2380224126.4,608767709.2360001
Afghanistan,Gasoline,1993,2306779623.2,589918249.7119999
Afghanistan,Gasoline,1994,2196529535.0000005,561622393.7420001
Afghanistan,Gasoline,1995,2086251669.0,533196259.89
Afghanistan,Gasoline,1996,1951307116.6,498725954.536
Afghanistan,Gasoline,1997,1816362564.2,464255649.18200004
Afghanistan,Gasoline,1998,1718140263.4,439210073.59000003
Afghanistan,Gasoline,1999,980278562.0,253887980.888
Afghanistan,Gasoline,2000,995406351.8800001,257205927.98680004
Afghanistan,Gasoline,2001,1030056379.6,265476601.27
Afghanistan,Gasoline,2002,761383942.4399999,196483157.18640003
Afghanistan,Gasoline,2003,1514567878.3200002,384558474.3132
Afghanistan,Gasoline,2004,1348501078.8,346180276.944
Afghanistan,Gasoline,2005,2283585160.2,581292131.7
Afghanistan,Gasoline,2006,2414390820.4,615088547.626
Afghanistan,Gasoline,2007,3863003090.4,975539947.098
Afghanistan,Gasoline,2008,8541006832.8,2146748384.064
Afghanistan,Gasoline,2009,14577706106.600002,3667134044.816
Afghanistan,Gasoline,2010,16031540603.0,4017888492.0859995
Afghanistan,Gasoline,2011,22344684542.4,5597901144.984
Afghanistan,Gasoline,2012,18064236673.600002,4525470009.262
Afghanistan,Gasoline,2013,14015705657.000002,3513337255.1120005
Afghanistan,Gasoline,2014,11330561842.220001,2842149051.4952
Afghanistan,Natural Gas,1990,1083965778684.2,221530086189.68994
Afghanistan,Natural Gas,1991,2421555586.9300003,494893315.3008841
Afghanistan,Natural Gas,1992,2178611112.854,445242753.133972
Afghanistan,Natural Gas,1993,1073077500858.4619,219304848850.44385
Afghanistan,Natural Gas,1994,2027777779.3999999,414416944.77597797
Afghanistan,Natural Gas,1995,1944444446.0,397386111.42902
Afghanistan,Natural Gas,1996,1861111112.6,380355278.08206195
Afghanistan,Natural Gas,1997,1073077500858.4619,219304848850.44385
Afghanistan,Natural Gas,1998,1083916667533.7999,221520049343.8827
Afghanistan,Natural Gas,1999,1083916667533.7999,221520049343.8827
Afghanistan,Natural Gas,2000,1083916667533.7999,221520049343.8827
Afghanistan,Natural Gas,2001,1305555556.6,266816389.10234198
Afghanistan,Natural Gas,2002,3089166669.138,631332992.171733
Afghanistan,Natural Gas,2003,2623055557.654,536073864.31774795
Afghanistan,Natural Gas,2004,1289722223.254,263580530.76641998
Afghanistan,Natural Gas,2005,541958333766.89996,110760024671.94135
Afghanistan,Natural Gas,2006,541958333766.89996,110760024671.94135
Afghanistan,Natural Gas,2007,541958333766.89996,110760024671.94135
Afghanistan,Natural Gas,2008,541958333766.89996,110760024671.94135
Afghanistan,Natural Gas,2009,1539166667.898,314559491.9183143
Afghanistan,Natural Gas,2010,1539166667.898,314559491.9183143
Afghanistan,Natural Gas,2011,1745000001.396,356625650.2853005
Afghanistan,Natural Gas,2012,1734166668.054,354411641.95019597
Afghanistan,Natural Gas,2013,1674651251.339721,342248476.23629874
Afghanistan,Natural Gas,2014,537622667096.76483,109873944474.56583
Afghanistan,Natural Products,1990,7756985761.139199,3025224446.844288
Afghanistan,Natural Products,1991,7987389389.906399,3115081862.0634956
Afghanistan,Natural Products,1992,8514037477.8912,3320474616.3775682
Afghanistan,Natural Products,1993,9158339437.776798,3571752380.7329516
Afghanistan,Natural Products,1994,9877403901.9168,3852187521.747552
Afghanistan,Natural Products,1995,10632637617.2144,4146728670.713616
Afghanistan,Natural Products,1996,11439213040.251999,4461293085.698279
Afghanistan,Natural Products,1997,12273877707.9832,4786812306.113448
Afghanistan,Natural Products,1998,12849398612.843998,5011265459.009159
Afghanistan,Natural Products,1999,13578809974.150398,5295735889.918655
Afghanistan,Natural Products,2000,14350035368.907999,5596513793.87412
Afghanistan,Natural Products,2001,14747695131.48,5751601101.2772
Afghanistan,Natural Products,2002,15157037236.7312,5911244522.325168
Afghanistan,Natural Products,2003,15578432018.291203,6075588487.133569
Afghanistan,Natural Products,2004,16012238587.5584,6244773049.147776
Afghanistan,Natural Products,2005,16458849722.624798,6418951391.823671
Afghanistan,Natural Products,2006,16813079450.452799,6557100985.676592
Afghanistan,Natural Products,2007,17175871740.686403,6698589978.867698
Afghanistan,Natural Products,2008,17547462260.180798,6843510281.470511
Afghanistan,Natural Products,2009,17928064231.3288,6991945050.218232
Afghanistan,Natural Products,2010,18419081735.2536,7183441876.748904
Afghanistan,Natural Products,2011,18576350083.290398,7244776532.483255
Afghanistan,Natural Products,2012,19009775096.6968,7413812287.711752
Afghanistan,Natural Products,2013,19367461271.734398,7553309895.976416
Afghanistan,Natural Products,2014,19733272342.1608,7695976213.442713
Afghanistan,Oil,1990,4036003228.8,1085877564.256912
Afghanistan,Oil,1991,3773530796.6,1015298958.905184
Afghanistan,Oil,1992,1540223454.4,414368679.272456
Afghanistan,Oil,1993,1480501184.4,398297416.415456
Afghanistan,Oil,1994,1432723368.4,385440406.129856
Afghanistan,Oil,1995,1384945552.4,372583395.844256
Afghanistan,Oil,1996,1337167736.4,359726385.558656
Afghanistan,Oil,1997,1265501012.4,340440870.130256
Afghanistan,Oil,1998,1217723196.4,327583859.844656
Afghanistan,Oil,1999,1195389845.2,320918388.956728
Afghanistan,Oil,2000,1195389845.2,320918388.956728
Afghanistan,Oil,2001,1135667575.2,304847126.099728
Afghanistan,Oil,2002,1075945305.2,288775863.242728
Afghanistan,Oil,2003,1003861914.2,269614320.135728
Afghanistan,Oil,2004,1077917529.0,288414925.17620003
Afghanistan,Oil,2005,1399695564.2,375188765.706328
Afghanistan,Oil,2006,2486640878.2,667685749.703728
Afghanistan,Oil,2007,1447473380.2,388045775.991928
Afghanistan,Oil,2008,3358586020.2,902326187.415928
Afghanistan,Oil,2009,6093865986.2,1638390026.2665281
Afghanistan,Oil,2010,9032201670.2,2429096158.830928
Afghanistan,Oil,2011,9665257732.2,2599451545.115128
Afghanistan,Oil,2012,10525258420.2,2830877730.255928
Afghanistan,Oil,2013,10525258420.2,2830877730.255928
Afghanistan,Oil,2014,10633952951.6,2860127428.655668
Afghanistan,Other,1990,212750170.2,53187542.55
Afghanistan,Other,1991,201250161.0,50312540.25
Afghanistan,Other,1992,0.0,0.0
Albania,Clean,1990,23197000000.0,493098500.0
Albania,Clean,1991,3752000000.0,99289500.0
Albania,Clean,1992,3357000000.0,84391500.0
Albania,Clean,1993,23484000000.0,461909000.0
Albania,Clean,1994,3903000000.0,93523500.0
Albania,Clean,1995,24414000000.0,485574000.0
Albania,Clean,1996,5926000000.0,141931000.0
Albania,Clean,1997,18184000000.0,361598000.0
Albania,Clean,1998,5068000000.0,117498500.0
Albania,Clean,1999,5397000000.0,118094000.0
Albania,Clean,2000,4738000000.0,110909000.0
Albania,Clean,2001,3692000000.0,90427500.0
Albania,Clean,2002,3686000000.0,96292000.0
Albania,Clean,2003,5230000000.0,106606500.0
Albania,Clean,2004,5559000000.0,117861000.0
Albania,Clean,2005,45443000000.0,852000500.0
Albania,Clean,2006,5524000000.0,117213500.0
Albania,Clean,2007,2946000000.0,66129000.0
Albania,Clean,2008,43796510000.0,810235435.0
Albania,Clean,2009,5231360000.0,96920665.0
Albania,Clean,2010,7744170000.0,143407650.0
Albania,Clean,2011,4217300000.0,87597000.0
Albania,Clean,2012,4725000000.0,87412500.0
Albania,Clean,2013,6956000000.0,128686000.0
Albania,Clean,2014,4724430000.0,87401955.0
Albania,Coal,1990,62245803228.2,20385500557.2355
Albania,Coal,1991,60789580662.4,19908587666.936
Albania,Coal,1992,58953180170.2,19307166505.7405
Albania,Coal,1993,58551880174.8,19175740757.247
Albania,Coal,1994,58344880009.2,19107948203.013
Albania,Coal,1995,633889396.0,207598777.19
Albania,Coal,1996,439444796.0,143918170.69
Albania,Coal,1997,2768891104000.0,906811836560.0
Albania,Coal,1998,2768891104000.0,906811836560.0
Albania,Coal,1999,2768891104000.0,906811836560.0
Albania,Coal,2000,2768891104000.0,906811836560.0
Albania,Coal,2001,2768891104000.0,906811836560.0
Albania,Coal,2002,2768891104000.0,906811836560.0
Albania,Coal,2003,350000280.0,114625091.7
Albania,Coal,2004,353889172.0,115898703.83
Albania,Coal,2005,3087780248000.0,1011248031220.0
Albania,Coal,2006,303333576.0,99341746.14
Albania,Coal,2007,3087780248000.0,1011248031220.0
Albania,Coal,2008,3087853560558.65,1011272041082.9579
Albania,Coal,2009,1273557407.734,417090051.03288496
Albania,Coal,2010,1396722506.266,457426620.802115
Albania,Coal,2011,1732470830.4199998,567384196.9625499
Albania,Coal,2012,2026094954.208,663546097.5031201
Albania,Coal,2013,1782242814.682,583684521.808355
Albania,Coal,2014,2829492803314.654,926658893085.5492
Albania,Exclude,1990,399947555.634,101859750.0211094
Albania,Exclude,1991,738614222.562,192765750.09143418
Albania,Exclude,1992,715892000.188,183461500.0505908
Albania,Exclude,1993,1264669778.148,325006500.0996268
Albania,Exclude,1994,1422447556.0679998,367846500.1378988
Albania,Exclude,1995,1011336666.768,255253500.0272688
Albania,Exclude,1996,1259447777.844,316443000.0178204
Albania,Exclude,1997,1166114444.492,292664000.0127972
Albania,Exclude,1998,1531114444.468,383341000.0063388
Albania,Exclude,1999,2259336666.696,565534500.0078936
Albania,Exclude,2000,2488003333.352,622446500.0050232
Albania,Exclude,2001,2436946777.802,609815000.0065182
Albania,Exclude,2002,3106669000.028,777335750.0075347
Albania,Exclude,2003,3047669000.028,762585750.0075347
Albania,Exclude,2004,2827669000.028,707585750.0075347
Albania,Exclude,2005,2769592000.028,693066500.0075347
Albania,Exclude,2006,2013592000.0279999,504066500.0075348
Albania,Exclude,2007,2027197000.04838,507954322.5130191
Albania,Exclude,2008,2391232188.94006,599029757.5137701
Albania,Exclude,2009,2671374277.8298798,669087510.0140207
Albania,Exclude,2010,2654180677.8298798,664789110.0140207
Albania,Exclude,2011,2780806177.83174,696489892.5145212
Albania,Exclude,2012,3108757911.15484,778233505.0117674
Albania,Exclude,2013,3916653655.59972,980217840.0118847
Albania,Exclude,2014,3561176111.15856,891426870.0127685
Albania,Gasoline,1990,1690529130.2,429323954.57000005
Albania,Gasoline,1991,2918377223.5888004,737015978.5012
Albania,Gasoline,1992,2293571168.1888,578381129.3712001
Albania,Gasoline,1993,2243376683.5888004,566684175.5692
Albania,Gasoline,1994,2735738188.5888004,689652885.0552001
Albania,Gasoline,1995,3260710830.7888002,824546048.5252001
Albania,Gasoline,1996,3537216010.3261003,897444013.093525
Albania,Gasoline,1997,3203077104.1263,813909286.543575
Albania,Gasoline,1998,2911910204.5263004,737467558.7235751
Albania,Gasoline,1999,2513668677.6,628262724.832
Albania,Gasoline,2000,2564613162.7999997,640719957.02
Albania,Gasoline,2001,2368751895.0,591212139.636
Albania,Gasoline,2002,3006807961.0,747957265.0320001
Albania,Gasoline,2003,3081058020.3999996,766119224.006
Albania,Gasoline,2004,3590947317.2000003,892239602.6800001
Albania,Gasoline,2005,3825725282.8,948435480.97
Albania,Gasoline,2006,3835169734.8,948703814.518
Albania,Gasoline,2007,3463974993.4,849260957.1860001
Albania,Gasoline,2008,2952387639.686,719753089.6909001
Albania,Gasoline,2009,2835228657.07,686635063.1965
Albania,Gasoline,2010,3306107644.8840003,800255084.648
Albania,Gasoline,2011,3174503928.4900002,769541532.2994001
Albania,Gasoline,2012,2697931602.788,653659584.03836
Albania,Gasoline,2013,3997233753.34,965765103.1670201
Albania,Gasoline,2014,4503532491.712001,1085519748.97066
Albania,Natural Gas,1990,216783333506.75998,44304009868.776535
Albania,Natural Gas,1991,1553611112.3539999,317511503.0317869
Albania,Natural Gas,1992,1125277778.678,229973019.62842286
Albania,Natural Gas,1993,21678333350.676,4430400986.877654
Albania,Natural Gas,1994,563055556.0059999,115071663.9809462
Albania,Natural Gas,1995,299166666.906,61140691.71557922
Albania,Natural Gas,1996,248333333.532,50751883.37393484
Albania,Natural Gas,1997,21678333350.676,4430400986.877654
Albania,Natural Gas,1998,21678333350.676,4430400986.877654
Albania,Natural Gas,1999,21567729539.476402,4407796885.982792
Albania,Natural Gas,2000,21678333350.676,4430400986.877654
Albania,Natural Gas,2001,90833333.406,18563608.34818422
Albania,Natural Gas,2002,151111111.232,30882577.802483838
Albania,Natural Gas,2003,151111111.232,30882577.802483838
Albania,Natural Gas,2004,176666666.808,36105366.695550956
Albania,Natural Gas,2005,21678333350.676,4430400986.877654
Albania,Natural Gas,2006,116388888.982,23786397.24125134
Albania,Natural Gas,2007,21678333350.676,4430400986.877654
Albania,Natural Gas,2008,54195833376.689995,11076002467.194134
Albania,Natural Gas,2009,95033333.40935999,19421962.3488709
Albania,Natural Gas,2010,149441666.78621998,30541393.441099778
Albania,Natural Gas,2011,174250000.13939998,35611472.52848917
Albania,Natural Gas,2012,170550000.13644,34855303.527884245
Albania,Natural Gas,2013,188438889.03963998,38511255.753031224
Albania,Natural Gas,2014,8671333340.2704,1772160394.7510614
Albania,Natural Products,1990,17461791747.199997,6810098781.407999
Albania,Natural Products,1991,17461791747.199997,6810098781.407999
Albania,Natural Products,1992,17461791747.199997,6810098781.407999
Albania,Natural Products,1993,6037560385.599999,2354648550.384
Albania,Natural Products,1994,3877280879.6,1512139543.044
Albania,Natural Products,1995,424099839279.5999,161196711735.04398
Albania,Natural Products,1996,424099839279.5999,161196711735.04398
Albania,Natural Products,1997,424110724843.86395,161200957105.10693
Albania,Natural Products,1998,420364631846.99194,159739980836.32684
Albania,Natural Products,1999,422175226628.7999,160446112801.23196
Albania,Natural Products,2000,423858561308.7999,161102613326.43198
Albania,Natural Products,2001,422316626741.9199,160501258845.34875
Albania,Natural Products,2002,433386235597.5999,164818406299.06396
Albania,Natural Products,2003,10178563698.4,3969639842.376
Albania,Natural Products,2004,11985342921.599998,4674283739.424
Albania,Natural Products,2005,11828231684.8,4613010357.072
Albania,Natural Products,2006,11828231684.8,4613010357.072
Albania,Natural Products,2007,11053897732.0,4311020115.4800005
Albania,Natural Products,2008,11054009954.311998,4311063882.18168
Albania,Natural Products,2009,10951102094.208,4270929816.7411203
Albania,Natural Products,2010,10539695098.415998,4110481088.3822393
Albania,Natural Products,2011,10694786333.599998,4170966670.1039996
Albania,Natural Products,2012,10616791826.759998,4140548812.4363995
Albania,Natural Products,2013,10359802732.279999,4040323065.5891995
Albania,Natural Products,2014,10025604687.144,3909985827.98616
Albania,Oil,1990,288619869784.6,82330195355.2147
Albania,Oil,1991,288273313951.8,82246099081.27107
Albania,Oil,1992,286088617759.60004,81637180823.02574
Albania,Oil,1993,261607792619.4,74643128578.89955
Albania,Oil,1994,261521459217.0,74624241038.23396
Albania,Oil,1995,261711876036.0,74663194288.28545
Albania,Oil,1996,261416820244.4,74583341367.73648
Albania,Oil,1997,295743347705.60004,84396417482.63554
Albania,Oil,1998,296824237459.2,84678376345.98022
Albania,Oil,1999,948537564385.0,270611094464.25793
Albania,Oil,2000,596875727500.2,170220166270.46854
Albania,Oil,2001,479974495090.39996,136841022264.95247
Albania,Oil,2002,422939755018.2,120574377788.31396
Albania,Oil,2003,364487486034.2,103876204316.45255
Albania,Oil,2004,363160818306.2,103488470739.59926
Albania,Oil,2005,365068208720.99994,104045997395.62022
Albania,Oil,2006,363668652045.7999,103644835675.80222
Albania,Oil,2007,363861251088.768,103701091893.20717
Albania,Oil,2008,365281249446.988,104077242682.46089
Albania,Oil,2009,363033114315.148,103463590737.79527
Albania,Oil,2010,362507103338.784,103305170603.24815
Albania,Oil,2011,363596626154.846,103601518392.84843
Albania,Oil,2012,362074527992.724,103185269790.44981
Albania,Oil,2013,366120771785.27203,104294906623.25858
Albania,Oil,2014,319705508264.202,91019934203.98912
Albania,Other,1990,603000482.4,150750120.6
Albania,Other,1991,234500187.6,58625046.9
Albania,Other,1992,122833431.6,30708357.9
Albania,Other,1993,212166836.4,53041709.1
Albania,Other,1994,379666970.4,94916742.6
Albania,Other,1995,368500294.8,92125073.7
Albania,Other,1996,223333512.0,55833378.0
Albania,Other,1997,189833485.2,47458371.3
Albania,Other,1998,178666809.6,44666702.4
Albania,Other,1999,189833485.2,47458371.3
Albania,Other,2000,178666809.6,44666702.4
Albania,Other,2001,178666809.6,44666702.4
Albania,Other,2002,189833485.2,47458371.3
Albania,Other,2003,502500402.0,125625100.5
Albania,Other,2004,484111498.4,120704260.45222
Albania,Other,2005,993834128.4,248458532.1
Albania,Other,2006,1491862304.6,372333057.58843
Albania,Other,2007,1151306476.6,287400036.86429
Albania,Other,2008,823933992.48,205634877.424437
Albania,Other,2009,1895872072.2519999,473627046.4291118
Albania,Other,2010,911057951.068,227711238.5299562
Albania,Other,2011,618471883.6659999,154333925.95315307
Albania,Other,2012,330114986.314,82470643.1292395
Albania,Other,2013,327046928.30399996,81753788.81964539
Albania,Other,2014,898034885.094,224263804.2025665
Algeria,Clean,1990,16104000000.0,2876917500.0
Algeria,Clean,1991,17345000000.0,3074780500.0
Algeria,Clean,1992,18286000000.0,3259341500.0
Algeria,Clean,1993,31415000000.0,3659690500.0
Algeria,Clean,1994,19888000000.0,3553031000.0
Algeria,Clean,1995,31714000000.0,3739350500.0
Algeria,Clean,1996,20654000000.0,3696725000.0
Algeria,Clean,1997,33489000000.0,4077907500.0
Algeria,Clean,1998,23615000000.0,4234550000.0
Algeria,Clean,1999,24654000000.0,4421570000.0
Algeria,Clean,2000,25412000000.0,4565439000.0
Algeria,Clean,2001,26624000000.0,4781176500.0
Algeria,Clean,2002,27647000000.0,4967254500.0
Algeria,Clean,2003,29571000000.0,5279982500.0
Algeria,Clean,2004,31250000000.0,5584463500.0
Algeria,Clean,2005,44875000000.0,6049867500.0
Algeria,Clean,2006,35226000000.0,6305473000.0
Algeria,Clean,2007,37196000000.0,6658781000.0
Algeria,Clean,2008,52236000000.0,7418775500.0
Algeria,Clean,2009,38501000000.0,6880761000.0
Algeria,Clean,2010,45734000000.0,8204019000.0
Algeria,Clean,2011,51224000000.0,9139247000.0
Algeria,Clean,2012,57397000000.0,10231007000.0
Algeria,Clean,2013,59890000000.0,10726905000.0
Algeria,Clean,2014,64242000000.0,11522539000.0
Algeria,Coal,1990,350063000000.0,114645632500.0
Algeria,Coal,1991,9240035000.0,3026111462.5
Algeria,Coal,1992,8548050000.0,2799486375.0
Algeria,Coal,1993,350063000000.0,114645632500.0
Algeria,Coal,1994,6814017000.0,2231590567.5
Algeria,Coal,1995,4086782000.0,1338421105.0
Algeria,Coal,1996,2686530000.0,879838575.0
Algeria,Coal,1997,325640000000.0,106647100000.0
Algeria,Coal,1998,6822265555.738,2242805283.3998947
Algeria,Coal,1999,6225494000.2,2048181785.072966
Algeria,Coal,2000,5839426777.962,1921008539.2338765
Algeria,Coal,2001,6262651889.06,2059002965.8957598
Algeria,Coal,2002,8209611778.002,2699110626.74847
Algeria,Coal,2003,8220167333.566,2702961610.0848837
Algeria,Coal,2004,7674976666.88,2523509525.0778303
Algeria,Coal,2005,1856394111111.308,607978258716.7385
Algeria,Coal,2006,16080433772.276001,5565152351.379454
Algeria,Coal,2007,487903672551.25,160071588586.87253
Algeria,Coal,2008,487903672551.25,160071588586.87253
Algeria,Coal,2009,5110523850.444,1769350611.4674845
Algeria,Coal,2010,0.0,0.0
Algeria,Coal,2011,0.0,0.0
Algeria,Coal,2012,0.0,0.0
Algeria,Coal,2013,0.0,0.0
Algeria,Coal,2014,1815607500131.6,594617597083.0116
Algeria,Exclude,1990,6060657000.0,1515164250.0
Algeria,Exclude,1991,6427369000.0,1606842250.0
Algeria,Exclude,1992,7124369000.0,1781092250.0
Algeria,Exclude,1993,7130814000.0,1782703500.0
Algeria,Exclude,1994,7614007000.0,1903501750.0
Algeria,Exclude,1995,7972007000.0,1993001750.0
Algeria,Exclude,1996,8444039000.0,2111009750.0
Algeria,Exclude,1997,8547040000.0,2136760000.0
Algeria,Exclude,1998,9592042000.0,2398010500.0
Algeria,Exclude,1999,10575042000.0,2643760500.0
Algeria,Exclude,2000,11337399000.0,2834349750.0
Algeria,Exclude,2001,12040395000.0,3010098750.0
Algeria,Exclude,2002,12825830000.0,3206457500.0
Algeria,Exclude,2003,14322840000.0,3580710000.0
Algeria,Exclude,2004,14959246000.0,3739811500.0
Algeria,Exclude,2005,15919492000.0,3979873000.0
Algeria,Exclude,2006,16608698000.0,4152174500.0
Algeria,Exclude,2007,17724412000.0,4431103000.0
Algeria,Exclude,2008,19928041000.0,4982010250.0
Algeria,Exclude,2009,10201325000.0,2550331250.0
Algeria,Exclude,2010,11768332000.0,2942083000.0
Algeria,Exclude,2011,12926545000.0,3231636250.0
Algeria,Exclude,2012,14777087000.0,3694271750.0
Algeria,Exclude,2013,17196097000.0,4299024250.0
Algeria,Exclude,2014,17594957000.0,4398739250.0
Algeria,Gasoline,1990,103997777642.60002,24768208425.662003
Algeria,Gasoline,1991,103082971355.2,24465525127.960003
Algeria,Gasoline,1992,103609360665.2,24621885253.048004
Algeria,Gasoline,1993,109454254230.0,26072715024.822002
Algeria,Gasoline,1994,119380039948.40001,28656996814.468
Algeria,Gasoline,1995,114214480260.4,27341913817.958004
Algeria,Gasoline,1996,119009678541.0,28442283587.142
Algeria,Gasoline,1997,130794410191.0,31095318765.124
Algeria,Gasoline,1998,142062918034.75,33650361905.2835
Algeria,Gasoline,1999,175053027583.438,41468869227.0175
Algeria,Gasoline,2000,170203245979.784,40362271688.560005
Algeria,Gasoline,2001,167643493842.74002,39712486146.421005
Algeria,Gasoline,2002,177979640684.63403,42050916827.07651
Algeria,Gasoline,2003,173705220633.732,41025190737.54301
Algeria,Gasoline,2004,163682545892.988,38619523521.247
Algeria,Gasoline,2005,167554715806.128,39567411816.742004
Algeria,Gasoline,2006,158620930981.67203,37480415172.23201
Algeria,Gasoline,2007,164315463033.798,38811039499.7455
Algeria,Gasoline,2008,173414942538.262,41061918801.113495
Algeria,Gasoline,2009,163095684953.08,38575306423.824005
Algeria,Gasoline,2010,163501185162.262,38903104990.5915
Algeria,Gasoline,2011,162770490309.974,38734822400.1435
Algeria,Gasoline,2012,159675293323.44,38114135776.0
Algeria,Gasoline,2013,171087330755.87003,41015044894.649506
Algeria,Gasoline,2014,201356827298.67603,48173078702.879
Algeria,Natural Gas,1990,36047133195366.195,7366952611136.99
Algeria,Natural Gas,1991,1652290776478.9,337678665988.99274
Algeria,Natural Gas,1992,1632610205698.38,333656547738.5779
Algeria,Natural Gas,1993,40382161420546.2,8252902329517.027
Algeria,Natural Gas,1994,1717394609756.38,350983936395.9114
Algeria,Natural Gas,1995,1839015176399.1199,375839531600.6881
Algeria,Natural Gas,1996,1941911849526.1638,396868524687.6621
Algeria,Natural Gas,1997,40318031178090.82,8239796031866.421
Algeria,Natural Gas,1998,40443648580847.0,8265468460467.701
Algeria,Natural Gas,1999,40647705410759.0,8307171554796.816
Algeria,Natural Gas,2000,40619478638177.71,8301402849284.379
Algeria,Natural Gas,2001,2386013734999.32,487629627021.811
Algeria,Natural Gas,2002,2395626454145.108,489594178433.63574
Algeria,Natural Gas,2003,2389324823167.9375,488306314110.83136
Algeria,Natural Gas,2004,2463825925965.6416,503532104489.59827
Algeria,Natural Gas,2005,49279520351430.75,10071255574221.902
Algeria,Natural Gas,2006,2386064217608.8022,487679936344.7046
Algeria,Natural Gas,2007,49088273976211.555,10032210544710.348
Algeria,Natural Gas,2008,49089961588672.75,10032548972743.867
Algeria,Natural Gas,2009,2421948149258.168,495002949287.41656
Algeria,Natural Gas,2010,2326450908083.998,475466770133.1251
Algeria,Natural Gas,2011,2280903720400.0176,466148293338.1516
Algeria,Natural Gas,2012,2181998676173.1978,445950948702.2198
