Country,Category_Rollup,Year,KWH,CO2
Cyprus,Exclude,1997,1021706000.0,255426500.0
Cyprus,Exclude,1998,1077706000.0,269426500.0
Cyprus,Exclude,1999,1247744000.0,311936000.0
Cyprus,Exclude,2000,1251988000.0,312997000.0
Cyprus,Exclude,2001,1461988000.004,365497000.001
Cyprus,Exclude,2002,1584990000.0,396247500.0
Cyprus,Exclude,2003,1669162666.67,417290666.6675
Cyprus,Exclude,2004,1732718222.238,433179555.5595
Cyprus,Exclude,2005,1825459333.364,456364833.341
Cyprus,Exclude,2006,1879413777.794,469853444.4485
Cyprus,Exclude,2007,2033142000.064,508285500.016
Cyprus,Exclude,2008,2134594888.942,533648722.2355
Cyprus,Exclude,2009,2243203777.84,560822166.6822392
Cyprus,Exclude,2010,2342005444.512,585527888.905799
Cyprus,Exclude,2011,2149458222.23,537529027.7798538
Cyprus,Exclude,2012,2017003777.79,504415416.6698538
Cyprus,Exclude,2013,1811866666.686,453189500.0050116
Cyprus,Exclude,2014,1940011777.858,485241694.464691
Cyprus,Gasoline,1990,6464225407.4873,1638817758.969825
Cyprus,Gasoline,1991,6109621762.6935,1546981845.223375
Cyprus,Gasoline,1992,6331710343.142,1601045655.8355
Cyprus,Gasoline,1993,6438982123.403799,1630140547.1669497
Cyprus,Gasoline,1994,8311175676.713,2115845894.06425
Cyprus,Gasoline,1995,8699356667.813099,2216915867.2812757
Cyprus,Gasoline,1996,6897130142.6997,1747984221.3029249
Cyprus,Gasoline,1997,6656482116.848101,1683759433.812025
Cyprus,Gasoline,1998,6835598079.585199,1730408981.5482998
Cyprus,Gasoline,1999,6998087890.1325,1771419212.273125
Cyprus,Gasoline,2000,7181561300.8,1816239786.324
Cyprus,Gasoline,2001,8134867619.0,2062767205.7680001
Cyprus,Gasoline,2002,7880589637.800001,1996724097.3780003
Cyprus,Gasoline,2003,8681645834.2,2199361203.932
Cyprus,Gasoline,2004,8296867748.6,2098803901.2640002
Cyprus,Gasoline,2005,8712673636.8,2203672874.048
Cyprus,Gasoline,2006,8958784944.800001,2266775424.53
Cyprus,Gasoline,2007,8764618122.800001,2213805937.71
Cyprus,Gasoline,2008,9107285063.600002,2300119062.316
Cyprus,Gasoline,2009,9158090659.800001,2312294072.056
Cyprus,Gasoline,2010,9206785143.2,2323404914.2780004
Cyprus,Gasoline,2011,9309007447.199999,2349709657.544
Cyprus,Gasoline,2012,8805951489.199999,2220514831.966
Cyprus,Gasoline,2013,8051534219.0,2029955790.63
Cyprus,Gasoline,2014,7827089595.0,1974038245.8960001
Cyprus,Natural Gas,2014,1534826001227.8606,313672389870.93787
Cyprus,Natural Products,1990,315721225.0212224,123131277.75827675
Cyprus,Natural Products,1991,285009041.89594,111153526.33941661
Cyprus,Natural Products,1992,282552069.04147434,110195306.926175
Cyprus,Natural Products,1993,281323582.6142416,109716197.21955423
Cyprus,Natural Products,1994,601958764.5666264,234763918.18098432
Cyprus,Natural Products,1995,588445402.6448344,229493707.03148544
Cyprus,Natural Products,1996,570018095.0141112,222307057.05550337
Cyprus,Natural Products,1997,439798443.9495848,171521393.14033806
Cyprus,Natural Products,1998,464368183.7164719,181103591.64942405
Cyprus,Natural Products,1999,453311805.87137675,176791604.28983694
Cyprus,Natural Products,2000,411875733.50944155,160631536.0686822
Cyprus,Natural Products,2001,428530705.2843025,167126975.06087798
Cyprus,Natural Products,2002,404602564.14625275,157795000.01703858
Cyprus,Natural Products,2003,397673600.74110806,155092704.28903216
Cyprus,Natural Products,2004,336257154.4781976,131140290.24649705
Cyprus,Natural Products,2005,295564597.45994,115270193.00937662
Cyprus,Natural Products,2006,279840719.44151837,109137880.58219218
Cyprus,Natural Products,2007,507455060.3266359,197907473.527388
Cyprus,Natural Products,2008,672221061.3557712,262166213.92875075
Cyprus,Natural Products,2009,612068208.6799736,238706601.38518968
Cyprus,Natural Products,2010,528914533.7050809,206276668.14498156
Cyprus,Natural Products,2011,569752023.3634816,222203289.11175784
Cyprus,Natural Products,2012,413178579.32660395,161139645.93737555
Cyprus,Natural Products,2013,436519839.0629301,170242737.23454276
Cyprus,Natural Products,2014,385165672.55122477,150214612.29497766
Cyprus,Oil,1990,19213682037.6,5419859526.995264
Cyprus,Oil,1991,21801100774.2,6131570675.252616
Cyprus,Oil,1992,23706657854.199997,6665075325.389328
Cyprus,Oil,1993,24512714054.6,6883305662.195681
Cyprus,Oil,1994,26274382130.600002,7384998416.882897
Cyprus,Oil,1995,26509104540.600002,7432695799.485217
Cyprus,Oil,1996,28350939347.399998,7953567081.737464
Cyprus,Oil,1997,29798996061.399998,8362931944.784649
Cyprus,Oil,1998,31749275399.399998,8915646994.734112
Cyprus,Oil,1999,31920831092.2,8963197493.885593
Cyprus,Oil,2000,33355276684.199997,9360353209.387688
Cyprus,Oil,2001,32392442580.6,9098279040.839634
Cyprus,Oil,2002,33267471058.399998,9336634138.190226
Cyprus,Oil,2003,34819111188.6,9791203080.733974
Cyprus,Oil,2004,33905443790.999996,9523908422.453976
Cyprus,Oil,2005,23123629610.0,6434710466.653144
Cyprus,Oil,2006,24615908581.6,6855869708.024712
Cyprus,Oil,2007,24286269429.0,6767815005.358785
Cyprus,Oil,2008,25356325840.6,7067608766.304712
Cyprus,Oil,2009,23982019185.6,6678306997.085768
Cyprus,Oil,2010,24001380312.2,6679271452.301776
Cyprus,Oil,2011,21259572563.199997,5914905767.476383
Cyprus,Oil,2012,21349378190.600002,5924305870.552016
Cyprus,Oil,2013,18551931508.2,5121624647.29644
Cyprus,Oil,2014,18484375898.600002,5120990677.900376
Cyprus,Other,1990,703500562.8,175875140.7
Cyprus,Other,1991,256833538.79999998,64208384.699999996
Cyprus,Other,1992,558333780.0,139583445.0
Cyprus,Other,1993,658833860.4,164708465.1
Cyprus,Other,1994,647667184.8,161916796.2
Cyprus,Other,1995,603000482.4,150750120.6
Cyprus,Other,1996,636500509.1999999,159125127.29999998
Cyprus,Other,1997,692333887.1999999,173083471.79999998
Cyprus,Other,1998,837500670.0,209375167.5
Cyprus,Other,1999,960334101.6,240083525.4
Cyprus,Other,2000,949167426.0,237291856.5
Cyprus,Other,2001,904500723.6,226125180.9
Cyprus,Other,2002,938000750.4,234500187.6
Cyprus,Other,2003,781667292.0,195416823.0
Cyprus,Other,2004,737000589.6,184250147.4
Cyprus,Other,2005,792833967.6,198208491.9
Cyprus,Other,2006,781667292.0,195416823.0
Cyprus,Other,2007,692333887.1999999,173083471.79999998
Cyprus,Other,2008,770500616.4,192625154.1
Cyprus,Other,2009,826333994.4,206583498.6
Cyprus,Other,2010,926834074.8,231708518.7
Cyprus,Other,2011,714667238.4,178666809.6
Cyprus,Other,2012,402000321.59999996,100500080.39999999
Cyprus,Other,2013,323833592.4,80958398.1
Cyprus,Other,2014,245666863.2,61416715.8
Czechia,Bio Fuels,1992,61233382.32,2381366.2384248003
Czechia,Bio Fuels,1993,641633431.7219999,24953124.15966858
Czechia,Bio Fuels,1994,772855735.6119999,30056359.55795068
Czechia,Bio Fuels,1995,761011405.346,29595733.553905938
Czechia,Bio Fuels,1996,679444852.8019999,26423610.32546978
Czechia,Bio Fuels,1997,1379789509.87,53660014.0388443
Czechia,Bio Fuels,1998,1369267344.72,53250807.0361608
Czechia,Bio Fuels,1999,1522356388.714,59204439.95708746
Czechia,Bio Fuels,2000,1847945587.802,71866603.90961978
Czechia,Bio Fuels,2001,1687467670.9859998,65625617.72464555
Czechia,Bio Fuels,2002,2223923667.25,86488391.4193525
Czechia,Bio Fuels,2003,2357368168.722,91678048.08159858
Czechia,Bio Fuels,2004,1818223209.934,70710700.63433327
Czechia,Bio Fuels,2005,2024212212.11,78721612.9289579
Czechia,Bio Fuels,2006,2103289981.666,81796947.38699073
Czechia,Bio Fuels,2007,2290923347.002,89094008.96490778
Czechia,Bio Fuels,2008,3642390965.86,141652584.6622954
Czechia,Bio Fuels,2009,6021525831.759999,234177139.59714636
Czechia,Bio Fuels,2010,7455293210.764,289936352.966612
Czechia,Bio Fuels,2011,9838616659.88,382623801.9027332
Czechia,Bio Fuels,2012,10891338561.443998,423564156.65455717
Czechia,Bio Fuels,2013,13254960851.5,515485427.514835
Czechia,Bio Fuels,2014,14726650574.305998,572719440.8347603
Czechia,Clean,1992,59293000000.0,8668703000.0
Czechia,Clean,1993,71981000000.0,8790142000.0
Czechia,Clean,1994,58705000000.0,8437342000.0
Czechia,Clean,1995,73947000000.0,9090899000.0
Czechia,Clean,1996,64257000000.0,9353475500.0
Czechia,Clean,1997,77598000000.0,9758072000.0
Czechia,Clean,1998,65112000000.0,9544618000.0
Czechia,Clean,1999,64694000000.0,9390342000.0
Czechia,Clean,2000,73466000000.0,10920550500.0
Czechia,Clean,2001,74647000000.0,10943681500.0
Czechia,Clean,2002,76346000000.0,10622016500.0
Czechia,Clean,2003,83243277777.794,11017598888.8897
Czechia,Clean,2004,84345611111.13,11027227555.5565
Czechia,Clean,2005,95584611111.134,11101774055.5567
Czechia,Clean,2006,84346555555.584,10953090277.7792
Czechia,Clean,2007,88116722222.258,11731047611.1129
Czechia,Clean,2008,96328666666.712,11076637333.3356
Czechia,Clean,2009,82035888888.948,10400155444.4474
Czechia,Clean,2010,85676666666.748,10806917333.3374
Czechia,Clean,2011,87290388888.98999,10965757444.449501
Czechia,Clean,2012,87312833333.45801,10648783666.6729
Czechia,Clean,2013,86759000000.14,10376091500.007
Czechia,Clean,2014,85731722222.37,10347354611.1185
Czechia,Coal,1992,568026979603.73,190110625390.933
Czechia,Coal,1993,551775719117.546,184333541712.64594
Czechia,Coal,1994,510212886866.7,170626920777.95837
Czechia,Coal,1995,500894610811.626,167530897451.63092
Czechia,Coal,1996,503521713886.32,168313442642.67877
Czechia,Coal,1997,66094361513302.55,21649157323390.496
Czechia,Coal,1998,66091785483907.95,21648136490941.37
Czechia,Coal,1999,66076601612093.42,21642667947223.785
Czechia,Coal,2000,66080085031128.34,21643868959541.37
Czechia,Coal,2001,66081334115459.17,21644216417297.574
Czechia,Coal,2002,66081128892933.13,21644075021776.293
Czechia,Coal,2003,413139125486.23,137864608559.06805
Czechia,Coal,2004,400769979204.466,133650707430.58046
Czechia,Coal,2005,59357913602286.76,19442057475772.918
Czechia,Coal,2006,406206211720.47595,135553159369.63791
Czechia,Coal,2007,24720769569877.2,8098541810053.527
Czechia,Coal,2008,23442221322440.406,7679796090796.213
Czechia,Coal,2009,350701512449.868,116772948757.70065
Czechia,Coal,2010,351033259102.83203,116933511475.88864
Czechia,Coal,2011,357501350838.35596,118810929128.32698
Czechia,Coal,2012,347475433513.05396,115480386707.93704
Czechia,Coal,2013,295587013269.69995,98350975177.50537
Czechia,Coal,2014,172590071325824.47,56524803756209.23
Czechia,Exclude,1992,55845789369.724,14830274509.792728
Czechia,Exclude,1993,58299060370.842,15462416371.1984
Czechia,Exclude,1994,58465629813.992004,15472533120.84957
Czechia,Exclude,1995,64056080817.134,16947484955.030273
Czechia,Exclude,1996,69614584153.982,18417452817.08432
Czechia,Exclude,1997,66034769707.08,17465655483.091125
Czechia,Exclude,1998,58858392035.47,15553130453.98277
Czechia,Exclude,1999,57332104923.504,15109234314.8303
Czechia,Exclude,2000,55072878588.54399,14506837869.949114
Czechia,Exclude,2001,58489443035.388,15414156565.035992
Czechia,Exclude,2002,56503698922.782,14881632147.966732
Czechia,Exclude,2003,57409231923.19599,15133715509.201902
Czechia,Exclude,2004,57032712811.77,15024311036.888739
Czechia,Exclude,2005,56063628255.284,14754631397.745312
Czechia,Exclude,2006,54150773808.926,14234312897.23324
Czechia,Exclude,2007,53049112586.264,13946036924.890785
Czechia,Exclude,2008,53621682142.232,14093460897.219543
Czechia,Exclude,2009,51380881584.895996,13490216785.628885
Czechia,Exclude,2010,54314217920.301994,14270080591.73983
Czechia,Exclude,2011,52164014363.518,13695157369.1806
Czechia,Exclude,2012,53787835920.23799,14126908369.492346
Czechia,Exclude,2013,53044856808.424,13926536174.860481
Czechia,Exclude,2014,52521414474.7,13778825146.971556
Czechia,Gasoline,1992,36627212323.634,9139056400.044498
Czechia,Gasoline,1993,34456683630.834,8603108676.6365
Czechia,Gasoline,1994,36396018954.75,9087890007.5735
Czechia,Gasoline,1995,36916826210.332,9205723200.463
Czechia,Gasoline,1996,39054467260.436,9724674839.511002
Czechia,Gasoline,1997,41666384634.020004,10379044184.019
Czechia,Gasoline,1998,40961522876.658,10197600684.9405
Czechia,Gasoline,1999,39641357237.106,9863225382.6965
Czechia,Gasoline,2000,41139690583.182,10236125106.7575
Czechia,Gasoline,2001,41530357969.75201,10331898340.774
Czechia,Gasoline,2002,42131858245.38,10490210916.030998
Czechia,Gasoline,2003,45203415551.11,11260951355.8555
Czechia,Gasoline,2004,46744555531.495995,11646419962.21
Czechia,Gasoline,2005,45557999788.378,11358868811.478498
Czechia,Gasoline,2006,46240527312.312,11537223198.64
Czechia,Gasoline,2007,47066777783.946,11752246101.094501
Czechia,Gasoline,2008,47290305731.888,11807898087.896
Czechia,Gasoline,2009,43689166011.814,10909736770.6875
Czechia,Gasoline,2010,42689108616.366,10653262416.6575
Czechia,Gasoline,2011,41228885404.453995,10293094673.1455
Czechia,Gasoline,2012,39241828750.54,9790954394.255
Czechia,Gasoline,2013,37894688788.602005,9445990508.338501
Czechia,Gasoline,2014,39330078568.282,9796217668.5845
Czechia,Natural Gas,1992,75307500060.24599,15407134662.325706
Czechia,Natural Gas,1993,76985833394.922,15751618620.93463
Czechia,Natural Gas,1994,75587500060.47,15468338212.37467
Czechia,Natural Gas,1995,85108888956.976,17414123061.15352
Czechia,Natural Gas,1996,98032500078.426,20056145341.044914
Czechia,Natural Gas,1997,99598500109.116,20376074692.316936
Czechia,Natural Gas,1998,99787500079.83,20415296341.332237
Czechia,Natural Gas,1999,100274722302.44199,20512753221.965755
Czechia,Natural Gas,2000,97465555633.528,19943992679.84408
Czechia,Natural Gas,2001,104346666750.144,21350576883.747128
Czechia,Natural Gas,2002,102841666748.94,21041529733.49989
Czechia,Natural Gas,2003,101843333414.808,20836752525.002735
Czechia,Natural Gas,2004,101145555636.472,20694325130.444347
Czechia,Natural Gas,2005,99987500079.99,20454611316.36369
Czechia,Natural Gas,2006,103854166749.75,21246515083.66388
Czechia,Natural Gas,2007,94030555630.78,19239434054.280434
Czechia,Natural Gas,2008,93250555630.156,19082826629.15515
Czechia,Natural Gas,2009,92201666740.428,18863965581.75784
Czechia,Natural Gas,2010,104786388972.718,21438465614.372993
Czechia,Natural Gas,2011,99277777857.2,20313127060.694946
Czechia,Natural Gas,2012,89088611182.38199,18229512242.361385
Czechia,Natural Gas,2013,90546388961.326,18527945287.04458
Czechia,Natural Gas,2014,81455000065.164,16718521413.374817
Czechia,Natural Products,1992,28634809748.82947,11167575802.043495
Czechia,Natural Products,1993,27215906949.04148,10614203710.126179
Czechia,Natural Products,1994,30945594300.788967,12068781777.307697
Czechia,Natural Products,1995,29473866550.963264,11494807954.875673
Czechia,Natural Products,1996,30934537911.72164,12064469785.57144
Czechia,Natural Products,1997,30557392320.449852,11917383004.975443
Czechia,Natural Products,1998,34747762396.63212,13551627334.686527
Czechia,Natural Products,1999,47037549031.342445,18344644122.223553
Czechia,Natural Products,2000,47307816236.11161,18450048332.08353
Czechia,Natural Products,2001,56974782553.12291,22220165195.717934
Czechia,Natural Products,2002,53103819161.24356,20710489472.88499
Czechia,Natural Products,2003,57435465277.557686,22399831458.247498
Czechia,Natural Products,2004,65275032815.29766,25457262797.966087
Czechia,Natural Products,2005,64546058292.62944,25172962734.125484
Czechia,Natural Products,2006,72528528914.78653,28286126276.76675
Czechia,Natural Products,2007,84082080292.67598,32792011314.143635
Czechia,Natural Products,2008,85740956286.85866,33438972951.874878
Czechia,Natural Products,2009,83227406443.11588,32458688512.815193
Czechia,Natural Products,2010,87808931028.02237,34245483100.928726
Czechia,Natural Products,2011,86916399364.63722,33897395752.208515
Czechia,Natural Products,2012,90120106217.85222,35146841424.962364
Czechia,Natural Products,2013,96553187195.82587,37655743006.37209
Czechia,Natural Products,2014,96816842826.12839,37758568702.19007
Czechia,Oil,1992,177063474984.0,49701618872.374405
Czechia,Oil,1993,173237416367.6,48697268943.33955
Czechia,Oil,1994,171034109049.4,48040791824.824936
Czechia,Oil,1995,175026223354.19998,49247725563.70449
Czechia,Oil,1996,175341112495.0,49390819705.95749
Czechia,Oil,1997,204427219097.19998,57657749018.384544
Czechia,Oil,1998,203371190474.6,57300766866.132385
Czechia,Oil,1999,186465565839.0,52525512435.931885
Czechia,Oil,2000,185061981382.8,52082838428.459625
Czechia,Oil,2001,198751381223.19998,55989100055.68866
Czechia,Oil,2002,200394549204.4,56447996688.36123
Czechia,Oil,2003,199783159826.4,56267587505.1451
Czechia,Oil,2004,207454443741.2,58327594508.70495
Czechia,Oil,2005,189866068559.4,53239552676.05252
Czechia,Oil,2006,186789927209.6,52387388487.65504
Czechia,Oil,2007,179410615750.6,50224655374.136604
Czechia,Oil,2008,180101338525.4,50397579493.5869
Czechia,Oil,2009,177870031184.80002,49780886153.565956
Czechia,Oil,2010,176961197124.40002,49526216897.6085
Czechia,Oil,2011,176770808083.19998,49459351187.449295
Czechia,Oil,2012,175762196165.19998,49193257796.796974
Czechia,Oil,2013,174049972573.2,48705533924.39597
Czechia,Oil,2014,184510647608.40002,51641779713.390724
Czechia,Other,1992,19606816512.399998,4890951312.553309
Czechia,Other,1993,16797425385.546001,4190604054.6624503
Czechia,Other,1994,19488927284.778,4862126233.94337
Czechia,Other,1995,16299176152.001999,4066115294.9463997
Czechia,Other,1996,17346704736.278,4327247244.58191
Czechia,Other,1997,17237592915.612,4300263484.09521
Czechia,Other,1998,18794316198.729996,4689591402.214609
Czechia,Other,1999,17296650460.69,4313880511.113489
Czechia,Other,2000,14264649123.778,3557880700.70813
Czechia,Other,2001,14096177381.051998,3513924048.2778797
Czechia,Other,2002,14578593461.514,3635748976.3145494
Czechia,Other,2003,16439233276.810001,4100482347.8528404
Czechia,Other,2004,19607207932.399998,4890048905.64199
Czechia,Other,2005,21651264819.059998,5399562734.44001
Czechia,Other,2006,22219126309.646,5543072629.155459
Czechia,Other,2007,20200819029.334,5039952072.742471
Czechia,Other,2008,21636903754.623997,5396722664.7645
Czechia,Other,2009,19706318688.568,4915120789.36379
Czechia,Other,2010,22137098250.906,5520785736.65767
Czechia,Other,2011,21564514499.91,5378713609.48994
Czechia,Other,2012,22797320963.121998,5685782575.775709
Czechia,Other,2013,22034459416.658,5495758546.65724
Czechia,Other,2014,24209572185.718,6036977245.20798
Côte d'Ivoire,Clean,1990,48439000000.0,1053584000.0
Côte d'Ivoire,Clean,1991,1857000000.0,126248000.0
Côte d'Ivoire,Clean,1992,1851000000.0,163928000.0
Côte d'Ivoire,Clean,1993,48179000000.0,1022772500.0
Côte d'Ivoire,Clean,1994,2245000000.0,201094500.0
Côte d'Ivoire,Clean,1995,48955000000.0,1103989500.0
Côte d'Ivoire,Clean,1996,49225000000.0,1144837500.0
Côte d'Ivoire,Clean,1997,49983000000.0,1266258000.0
Côte d'Ivoire,Clean,1998,50050000000.0,1357614500.0
Côte d'Ivoire,Clean,1999,50830000000.0,1437129000.0
Côte d'Ivoire,Clean,2000,50813000000.0,1432454000.0
Côte d'Ivoire,Clean,2001,50903000000.0,1442840000.0
Côte d'Ivoire,Clean,2002,51309000000.0,1527225000.0
Côte d'Ivoire,Clean,2003,5092800000.0,620836000.0
Côte d'Ivoire,Clean,2004,5403000000.0,690238000.0
Côte d'Ivoire,Clean,2005,51565800000.0,1621414500.0
Côte d'Ivoire,Clean,2006,5644000000.0,772055000.0
Côte d'Ivoire,Clean,2007,5631000000.0,723364500.0
Côte d'Ivoire,Clean,2008,51800000000.0,1588473000.0
Côte d'Ivoire,Clean,2009,5871000000.0,712623500.0
Côte d'Ivoire,Clean,2010,5965000000.0,812393000.0
Côte d'Ivoire,Clean,2011,6099000000.0,811319000.0
Côte d'Ivoire,Clean,2012,7016000000.0,973956500.0
Côte d'Ivoire,Clean,2013,7650000000.0,1117631000.0
Côte d'Ivoire,Clean,2014,8286000000.0,1182530500.0
Côte d'Ivoire,Coal,1990,2246918464.2,735865797.0254999
Côte d'Ivoire,Coal,1991,2376390790.0,778267983.725
Côte d'Ivoire,Coal,1992,2518892292.89,824937225.9214749
Côte d'Ivoire,Coal,1993,2665409076.77,872921472.6421751
Côte d'Ivoire,Coal,1994,2853881449.77,934646174.799675
Côte d'Ivoire,Coal,1995,2860355066.06,936766284.13465
Côte d'Ivoire,Coal,1996,2892887036.5299997,947420504.463575
Côte d'Ivoire,Coal,1997,2946396801.56,964944952.5109
Côte d'Ivoire,Coal,1998,6293338368.0,2061068315.52
Côte d'Ivoire,Coal,1999,6530977447.0,2138895113.8925002
Côte d'Ivoire,Coal,2000,6768616526.0,2216721912.265
Côte d'Ivoire,Coal,2001,10955980987.0,3588083773.2425003
Côte d'Ivoire,Coal,2002,11365703537.0,3722267908.3675003
Côte d'Ivoire,Coal,2003,7563478273.0,2477039134.4075003
Côte d'Ivoire,Coal,2004,7850284058.0,2570968028.995
Côte d'Ivoire,Coal,2005,8153478745.0,2670264288.9875
Côte d'Ivoire,Coal,2006,8464867883.0,2772244231.6825
Côte d'Ivoire,Coal,2007,8841812629.0,2895693635.9975
Côte d'Ivoire,Coal,2008,9325285238.0,3054030915.445
Côte d'Ivoire,Coal,2009,9767785592.0,3198949781.38
Côte d'Ivoire,Coal,2010,10046396926.0,3290194993.2650003
Côte d'Ivoire,Coal,2011,10382369417.0,3400225984.0675
Côte d'Ivoire,Coal,2012,10718341908.0,3510256974.8700004
Côte d'Ivoire,Coal,2013,11488620302.0,3762523148.905
Côte d'Ivoire,Coal,2014,11775426087.0,3856452043.4925003
Côte d'Ivoire,Exclude,1990,561182000.0,140295500.0
Côte d'Ivoire,Exclude,1991,565187000.0,141296750.0
Côte d'Ivoire,Exclude,1992,525187000.0,131296750.0
Côte d'Ivoire,Exclude,1993,761187000.0,190296750.0
Côte d'Ivoire,Exclude,1994,789187000.0,197296750.0
Côte d'Ivoire,Exclude,1995,1030190000.0,257547500.0
Côte d'Ivoire,Exclude,1996,990190000.0,247547500.0
Côte d'Ivoire,Exclude,1997,1081223000.0,270305750.0
Côte d'Ivoire,Exclude,1998,821305000.0,205326250.0
Côte d'Ivoire,Exclude,1999,863305000.0,215826250.0
Côte d'Ivoire,Exclude,2000,901305000.0,225326250.0
Côte d'Ivoire,Exclude,2001,885305000.0,221326250.0
Côte d'Ivoire,Exclude,2002,875343000.0,218835750.0
Côte d'Ivoire,Exclude,2003,775344000.0,193836000.0
Côte d'Ivoire,Exclude,2004,975345000.0,243836250.0
Côte d'Ivoire,Exclude,2005,926346000.0,231586500.0
Côte d'Ivoire,Exclude,2006,1084346000.0,271086500.0
Côte d'Ivoire,Exclude,2007,1311347000.0,327836750.0
Côte d'Ivoire,Exclude,2008,1360414000.0,340103500.0
Côte d'Ivoire,Exclude,2009,1348414000.0,337103500.0
Côte d'Ivoire,Exclude,2010,1658414000.0,414603500.0
Côte d'Ivoire,Exclude,2011,1495414000.0,373853500.0
Côte d'Ivoire,Exclude,2012,1711414000.0,427853500.0
Côte d'Ivoire,Exclude,2013,1610525000.0,402631250.0
Côte d'Ivoire,Exclude,2014,2004655000.0,501163750.0
Côte d'Ivoire,Gasoline,1990,12099093012.6,3090331361.152
Côte d'Ivoire,Gasoline,1991,13383760707.0,3410633839.616
Côte d'Ivoire,Gasoline,1992,15099817635.400002,3856218362.75
Côte d'Ivoire,Gasoline,1993,12163287508.400002,3098527201.0420003
Côte d'Ivoire,Gasoline,1994,12660482350.599998,3228809249.712
Côte d'Ivoire,Gasoline,1995,16009123918.400002,4083833544.842
Côte d'Ivoire,Gasoline,1996,19089543049.4,4863584446.42
Côte d'Ivoire,Gasoline,1997,19169904224.800003,4887028909.62
Côte d'Ivoire,Gasoline,1998,14676733575.9608,3730380330.285488
Côte d'Ivoire,Gasoline,1999,15104762193.800087,3837948117.2377043
Côte d'Ivoire,Gasoline,2000,14089789644.156033,3582736950.9900455
Côte d'Ivoire,Gasoline,2001,14349808453.420914,3639601914.0194798
Côte d'Ivoire,Gasoline,2002,13912438175.636082,3529669933.1322985
Côte d'Ivoire,Gasoline,2003,15047576176.4402,3826097222.5936627
Côte d'Ivoire,Gasoline,2004,16404352642.916061,4169506165.685598
Côte d'Ivoire,Gasoline,2005,17459712139.98076,4439701925.536477
Côte d'Ivoire,Gasoline,2006,22163128841.6,5643768403.9
Côte d'Ivoire,Gasoline,2007,20706627676.4,5269338937.690001
Côte d'Ivoire,Gasoline,2008,18303597976.2,4627185646.19
Côte d'Ivoire,Gasoline,2009,19315598785.800003,4897193362.196
Côte d'Ivoire,Gasoline,2010,17112541467.800003,4334830412.306001
Côte d'Ivoire,Gasoline,2011,13948872270.2,3538656719.8120003
Côte d'Ivoire,Gasoline,2012,19180876455.8,4869198062.022
Côte d'Ivoire,Gasoline,2013,21793017434.4,5515195801.042
Côte d'Ivoire,Gasoline,2014,18751876112.6,4725388224.752001
Côte d'Ivoire,Natural Gas,1993,151748333454.732,31012806908.143578
Côte d'Ivoire,Natural Gas,1994,151748333454.732,31012806908.143578
Côte d'Ivoire,Natural Gas,1995,151748333454.732,31012806908.143578
Côte d'Ivoire,Natural Gas,1996,151803634871.4429,31024108858.676785
Côte d'Ivoire,Natural Gas,1997,325174999149.0289,66456014576.08703
Côte d'Ivoire,Natural Gas,1998,325174999149.0289,66456014576.08703
Côte d'Ivoire,Natural Gas,1999,325175000260.14,66456014803.16481
Côte d'Ivoire,Natural Gas,2000,325175000260.14,66456014803.16481
Côte d'Ivoire,Natural Gas,2001,325174999149.0289,66456014576.08703
Côte d'Ivoire,Natural Gas,2002,325174999149.0289,66456014576.08703
Côte d'Ivoire,Natural Gas,2003,13269307843.948778,2711848444.067812
Côte d'Ivoire,Natural Gas,2004,16863575513.49086,3446408927.692127
Côte d'Ivoire,Natural Gas,2005,455245000364.196,93038420724.43073
Côte d'Ivoire,Natural Gas,2006,17689166653.040222,3615134988.88183
Côte d'Ivoire,Natural Gas,2007,455245000364.196,93038420724.43073
Côte d'Ivoire,Natural Gas,2008,455245000364.196,93038420724.43073
Côte d'Ivoire,Natural Gas,2009,15720555568.132,3212809941.459137
Côte d'Ivoire,Natural Gas,2010,17142222235.935999,3503355958.35824
Côte d'Ivoire,Natural Gas,2011,16898888902.407999,3453625924.9851227
Côte d'Ivoire,Natural Gas,2012,18580389021.502,3797274104.324363
Côte d'Ivoire,Natural Gas,2013,21168055572.489998,4326115517.349781
Côte d'Ivoire,Natural Gas,2014,306772972487.26544,62695192387.222435
Côte d'Ivoire,Natural Products,1990,163394949195.85474,63724030186.38335
Côte d'Ivoire,Natural Products,1991,169154097472.0586,65970098014.10285
Côte d'Ivoire,Natural Products,1992,174802681969.81146,68173045968.22647
Côte d'Ivoire,Natural Products,1993,180302619486.42462,70318021599.70561
Côte d'Ivoire,Natural Products,1994,185624426302.75555,72393526258.07466
Côte d'Ivoire,Natural Products,1995,190415526623.41046,74262055383.13008
Côte d'Ivoire,Natural Products,1996,196508823566.93307,76638441191.1039
Côte d'Ivoire,Natural Products,1997,202207775907.20242,78861032603.80894
Côte d'Ivoire,Natural Products,1998,206205273479.64236,80420056657.06053
Côte d'Ivoire,Natural Products,1999,211566391996.3115,82510892878.56148
Côte d'Ivoire,Natural Products,2000,217278857810.72495,84738754546.18272
Côte d'Ivoire,Natural Products,2001,217864846139.51523,84967289994.41093
Côte d'Ivoire,Natural Products,2002,222439732781.64386,86751495784.84111
Côte d'Ivoire,Natural Products,2003,226888085175.87848,88486353218.5926
Côte d'Ivoire,Natural Products,2004,356144908906.266,138896514473.44376
Côte d'Ivoire,Natural Products,2005,367489092773.61487,143320746181.70978
