Country,Year,KWH,CO2
Dominican Republic,1992,87935655588.19398,22950676286.843613
Dominican Republic,1993,136583578868.099,23527726499.786816
Dominican Republic,1994,89486416437.06097,23401862315.65567
Dominican Republic,1995,149638078187.905,27140289816.590958
Dominican Republic,1996,108103319827.86499,28021603865.80409
Dominican Republic,1997,169794772262.54504,31894004673.78945
Dominican Republic,1998,111791742350.21199,29359682836.069736
Dominican Republic,1999,115463458907.97598,30280646536.88869
Dominican Republic,2000,120326887009.99799,31308116405.640293
Dominican Republic,2001,118959497213.456,30990667341.41318
Dominican Republic,2002,127811598983.636,33287835003.970776
Dominican Republic,2003,128430805012.38802,33393475537.810413
Dominican Republic,2004,125590739540.84201,32491015672.448193
Dominican Republic,2005,179278232165.698,34146019069.800507
Dominican Republic,2006,135482053501.07599,35317739383.148575
Dominican Republic,2007,157881851986.50876,42798401352.566605
Dominican Republic,2008,196198818353.5572,39213206817.13179
Dominican Republic,2009,134263063349.96382,34839392388.29237
Dominican Republic,2010,138014521771.6516,35749546969.77574
Dominican Republic,2011,139944072476.67267,36193707943.64349
Dominican Republic,2012,145634398740.9019,37278164116.8977
Dominican Republic,2013,143408631395.87573,36625588343.39557
Dominican Republic,2014,468069871904.4668,143508226493.7234
Ecuador,1990,3682390058486.768,824233317187.5472
Ecuador,1991,3350270106040.7036,955066758316.8961
Ecuador,1992,3340875305983.927,951531140145.4917
Ecuador,1993,5461191542003.984,1249752491944.0784
Ecuador,1994,3348154877210.893,953019999038.4993
Ecuador,1995,4269575075157.4077,1001542207830.2805
Ecuador,1996,3365737253913.9277,957635847957.4426
Ecuador,1997,5037783935753.971,1316619580730.193
Ecuador,1998,4851361824968.325,1287869797459.6655
Ecuador,1999,4841081437020.125,1284915687440.5063
Ecuador,2000,4858560578432.704,1288589272350.9172
Ecuador,2001,7794907001423.436,2220538862809.2305
Ecuador,2002,7792508963427.602,2219583400823.768
Ecuador,2003,7791338407268.603,2219132510389.991
Ecuador,2004,7801058261516.333,2221372918848.478
Ecuador,2005,8978689966782.54,2508841190802.226
Ecuador,2006,8626874506755.685,2456414080415.9
Ecuador,2007,8215242650168.079,2335334555304.8813
Ecuador,2008,11221621045651.756,3147705967487.682
Ecuador,2009,10881250910011.674,3098058714584.9897
Ecuador,2010,10885427536449.863,3098936092423.426
Ecuador,2011,11750017911432.197,3344890379601.9595
Ecuador,2012,11755355597223.195,3345640717363.637
Ecuador,2013,11759662378156.121,3346778605416.7646
Ecuador,2014,14233179311201.006,4047732361482.4414
Egypt,1990,14556552875693.186,3865821000753.788
Egypt,1991,6184967549784.911,1762565852932.9863
Egypt,1992,6185670466893.215,1762647288836.5173
Egypt,1993,14121495443879.87,3428925143576.616
Egypt,1994,6263622831499.1455,1781899592470.3987
Egypt,1995,6468142592965.054,1843655036785.4758
Egypt,1996,6390699957096.4795,1811993058597.6765
Egypt,1997,15286635330357.775,3719320698164.7754
Egypt,1998,14976903953158.45,3628346753619.2607
Egypt,1999,14924176895040.377,3611909711811.704
Egypt,2000,14946389512048.127,3616678494484.721
Egypt,2001,6813457759586.522,1919700746414.3745
Egypt,2002,6901987885397.64,1938664822253.3489
Egypt,2003,6957338707508.179,1950384864194.4873
Egypt,2004,6986608156006.261,1956876872150.482
Egypt,2005,31348549678399.78,7247879197586.597
Egypt,2006,7297157251676.174,2023432392672.7686
Egypt,2007,31002227645758.2,6951430025956.652
Egypt,2008,34373807739578.78,7862149796249.412
Egypt,2009,8203040676747.019,2273418669630.3267
Egypt,2010,8175326121495.934,2268987555415.03
Egypt,2011,8655269367246.513,2403240807347.923
Egypt,2012,8597049376123.082,2392834176800.0264
Egypt,2013,8509585552574.405,2373476520163.7524
Egypt,2014,27736298517981.254,6344810865503.155
El Salvador,1990,80093970593.07,25495150969.50257
El Salvador,1991,78613053008.59999,26419353692.178806
El Salvador,1992,70417145458.95198,23000311763.913364
El Salvador,1993,79594202890.90001,24381869401.91831
El Salvador,1994,76761702004.72,24959324735.745
El Salvador,1995,92761244503.12,28770199944.851856
El Salvador,1996,82159014739.09,26641437123.79393
El Salvador,1997,96613921856.7,29290239864.77935
El Salvador,1998,91915361166.87799,29611555349.419502
El Salvador,1999,95798147900.36511,31270725407.28242
El Salvador,2000,99928066913.93959,32987470916.390823
El Salvador,2001,101768333332.71548,33540201337.273647
El Salvador,2002,102266177307.79562,33699111894.84009
El Salvador,2003,104530220954.80931,34234688925.6578
El Salvador,2004,105727805699.5022,34572410304.96156
El Salvador,2005,115097485442.64342,35450195165.86165
El Salvador,2006,111218446623.60245,36112412946.80341
El Salvador,2007,88205722393.96213,27069049113.994717
El Salvador,2008,94244940334.27472,26960512630.762405
El Salvador,2009,73872393031.59499,21610597917.18651
El Salvador,2010,73957490014.10286,21531683144.023636
El Salvador,2011,74618816778.79556,21816101778.60843
El Salvador,2012,69584440548.4308,19632292697.642998
El Salvador,2013,66464910438.93628,18908968245.141373
El Salvador,2014,67858802818.75876,19343541392.472843
Equatorial Guinea,1990,265545448826.512,55223168036.836845
Equatorial Guinea,1991,5700619751.765117,2142511535.732739
Equatorial Guinea,1992,28904871418.4,8765771560.577002
Equatorial Guinea,1993,430013616089.22284,90744010541.45758
Equatorial Guinea,1994,28872887133.305443,8757489660.00318
Equatorial Guinea,1995,33194828576.277252,9641929101.633776
Equatorial Guinea,1996,57420054692.34264,16505289773.948507
Equatorial Guinea,1997,460747892313.268,98960343434.09079
Equatorial Guinea,1998,485847190141.89496,105997465774.65504
Equatorial Guinea,1999,510277184192.96344,112907947031.78233
Equatorial Guinea,2000,528750333570.93726,117181771674.26413
Equatorial Guinea,2001,2192070970736.9475,591385857574.2955
Equatorial Guinea,2002,1819852704393.4966,515575895905.43634
Equatorial Guinea,2003,1834507355847.1567,518667068632.92926
Equatorial Guinea,2004,1784392507137.5498,507682164239.2835
Equatorial Guinea,2005,3683329686867.364,987221162229.0042
Equatorial Guinea,2006,3686575647783.575,987894585632.1035
Equatorial Guinea,2007,3805414035547.4,998851575472.1755
Equatorial Guinea,2008,4032753031766.584,1045316427464.5295
Equatorial Guinea,2009,2220227436337.6284,627261908423.814
Equatorial Guinea,2010,2458548179872.4805,695018984021.1917
Equatorial Guinea,2011,1861443758625.2595,524406522467.16895
Equatorial Guinea,2012,1860417948688.6318,524170940517.39624
Equatorial Guinea,2013,1861338402135.7776,524359356283.21484
Equatorial Guinea,2014,2170807701366.7983,586938997480.1683
Eritrea,1994,49783961818.868866,17723941299.82011
Eritrea,1995,49548240797.99535,17788285474.392475
Eritrea,1996,51306260072.17786,18409258459.752686
Eritrea,1997,49954263831.1081,18175053992.007713
Eritrea,1998,32604830796.916084,11634250446.943487
Eritrea,1999,24376354330.548664,9351986487.956427
Eritrea,2000,24801642107.23352,9531725156.465277
Eritrea,2001,26092291938.278664,10000750583.561516
Eritrea,2002,26581447444.860806,10218532607.564747
Eritrea,2003,27794667368.692413,10637880140.849632
Eritrea,2004,26141948009.79356,9828033332.043692
Eritrea,2005,27072725440.19093,10185295621.87678
Eritrea,2006,26789513840.487164,10200383951.003363
Eritrea,2007,27565285908.126358,10495749433.112764
Eritrea,2008,27685692462.028736,10623439449.443
Eritrea,2009,28771145359.62949,11010299368.243399
Eritrea,2010,29765644530.51422,11394504043.6095
Eritrea,2011,30375222022.571815,11631453081.200188
Eritrea,2012,31113911505.874744,11903009288.108242
Eritrea,2013,31768710960.133015,12156786579.171097
Eritrea,2014,32460172482.21048,12422926881.083834
Estonia,1992,128626916053.4882,35418254197.63881
Estonia,1993,107802945618.20589,29727173354.253685
Estonia,1994,112505913576.94891,31864752517.048584
Estonia,1995,105289571196.72108,29681320141.34035
Estonia,1996,121524364986.94655,35892728641.10451
Estonia,1997,5544482066206.439,2095987052041.789
Estonia,1998,5528017048161.826,2091338875999.002
Estonia,1999,5521372692698.086,2089568022010.616
Estonia,2000,5522598568680.542,2089688672547.9573
Estonia,2001,5526713151521.926,2090992326209.196
Estonia,2002,5525876854483.891,2090859490519.961
Estonia,2003,115304971661.88077,33717621951.619564
Estonia,2004,118156151712.35326,34418791344.42169
Estonia,2005,29422828852389.62,8398495841876.965
Estonia,2006,114688943543.0506,33045460388.15376
Estonia,2007,130751352640.65434,37756688856.05151
Estonia,2008,29432679238544.76,8401576218799.91
Estonia,2009,121238731455.07458,36268232106.94762
Estonia,2010,138525768545.4625,41243598305.775055
Estonia,2011,136985772229.97328,40654185300.3252
Estonia,2012,153494895831.8441,45594040601.27939
Estonia,2013,157171389320.32162,46924697204.70694
Estonia,2014,162030571336.42722,48780036962.14259
Ethiopia,1994,1962570038932.3408,470608639356.14014
Ethiopia,1995,1984681513661.1072,479128469637.0148
Ethiopia,1996,1998861307068.8909,484535377175.5812
Ethiopia,1997,2424515607575.329,576939761283.8014
Ethiopia,1998,2318914002792.274,557069280297.3024
Ethiopia,1999,2361622404135.9697,570579069699.2806
Ethiopia,2000,2383275125536.9995,579041579179.863
Ethiopia,2001,2404187200538.026,586710089788.7115
Ethiopia,2002,2422254918622.4814,593859829571.5776
Ethiopia,2003,1133091733082.2239,443212496764.85114
Ethiopia,2004,1149139285436.048,449724030354.8643
Ethiopia,2005,2086051177675.7598,523675578668.90826
Ethiopia,2006,1194678963092.812,467571621471.90955
Ethiopia,2007,1487053535570.0056,531131170620.78046
Ethiopia,2008,2156409855937.7898,550672887359.1996
Ethiopia,2009,1254621457739.4731,490780029032.39734
Ethiopia,2010,1274661548689.562,498264110084.19086
Ethiopia,2011,1297405284727.8457,506416139373.787
Ethiopia,2012,1318810538789.3953,514380283642.7927
Ethiopia,2013,1344885104788.89,523411006209.41797
Ethiopia,2014,1640341176549.8723,587689128353.879
"Ethiopia, incl. Eritrea",1990,1531330081856.3862,291857789291.4308
"Ethiopia, incl. Eritrea",1991,1533642106826.632,294480521939.10016
"Ethiopia, incl. Eritrea",1992,919433354537.4801,293465859683.5126
"Ethiopia, incl. Eritrea",1993,1541196388004.7397,298318645436.0478
Faeroe Islands,1990,3234263679.8696,836713265.0490187
Faeroe Islands,1991,2995457942.0695996,775852357.0012186
Faeroe Islands,1992,3036337312.9064,786270702.5757979
Faeroe Islands,1993,2980598109.4699993,699501715.4689083
Faeroe Islands,1994,2652592401.421,687596021.706089
Faeroe Islands,1995,2922070350.0256,683766967.3868515
Faeroe Islands,1996,3020723233.7033997,710525661.1661454
Faeroe Islands,1997,2998427682.4891996,703810674.6120276
Faeroe Islands,1998,3125313137.9086,737871112.1608901
Faeroe Islands,1999,3168380467.5164003,749016250.2537515
Faeroe Islands,2000,3379386210.8541994,804563925.7341678
Faeroe Islands,2001,3702581247.0524,890317674.4205947
Faeroe Islands,2002,3589246812.6516004,855713515.4189334
Faeroe Islands,2003,3303637258.5625997,856985207.425191
Faeroe Islands,2004,3353474495.2752,869144302.3478804
Faeroe Islands,2005,4254952777.5681996,860467907.2499148
Faeroe Islands,2006,3227477633.2753997,836312590.7803334
Faeroe Islands,2007,3367013231.7158003,873741488.5528316
Faeroe Islands,2008,4158379082.2776003,837654761.8607641
Faeroe Islands,2009,2942193324.1702,762575495.92572
Faeroe Islands,2010,3120380688.1597996,815522496.3634382
Faeroe Islands,2011,2917780390.234,756373677.7243363
Faeroe Islands,2012,2998740942.3869996,775780019.9197618
Faeroe Islands,2013,3247971953.4748006,844275997.3250607
Faeroe Islands,2014,2917113561.2324,751087986.8305231
Falkland Is. (Malvinas),1990,76042826602.3832,28881656705.187748
Falkland Is. (Malvinas),1991,170925266.0218,50328942.0189895
Falkland Is. (Malvinas),1992,170925266.0218,50328942.0189895
Falkland Is. (Malvinas),1993,76042430406.8218,28881370895.52299
Falkland Is. (Malvinas),1994,171925266.0218,50578942.0189895
Falkland Is. (Malvinas),1995,184869720.0218,53973194.590389505
Falkland Is. (Malvinas),1996,185230831.4218,53835333.3689895
Falkland Is. (Malvinas),1997,76067680426.2218,28887841539.44439
Falkland Is. (Malvinas),1998,168129648.27420002,48271008.8022005
Falkland Is. (Malvinas),1999,167978592.59780002,48213121.3947795
Falkland Is. (Malvinas),2000,168103670.4514,48243319.4684335
Falkland Is. (Malvinas),2001,183206376.506,52545091.361515
Falkland Is. (Malvinas),2002,192970883.94959998,54707316.771694005
Falkland Is. (Malvinas),2003,204905554.5044,57893571.105841
Falkland Is. (Malvinas),2004,219752288.50800002,62052242.608820006
Falkland Is. (Malvinas),2005,220200649.51380002,62111415.55426951
Falkland Is. (Malvinas),2006,244411976.46859998,68481500.7524165
Falkland Is. (Malvinas),2007,244502163.0234,68471495.0151635
Falkland Is. (Malvinas),2008,244621746.2604,68471044.63078101
Falkland Is. (Malvinas),2009,244491952.81519997,68420043.893528
Falkland Is. (Malvinas),2010,223599945.8952,63303403.062928006
Falkland Is. (Malvinas),2011,218967192.16500002,62054716.712437496
Falkland Is. (Malvinas),2012,222881861.9314,63112995.8860735
Falkland Is. (Malvinas),2013,223184862.1738,63231165.98060949
Falkland Is. (Malvinas),2014,223543973.5722,63371219.4259855
Fiji,1990,8170163838.199999,1605045926.667728
Fiji,1991,8892151779.400002,1583591320.3817
Fiji,1992,9288434077.800001,1693393242.3359542
Fiji,1993,10524039761.839998,1755112253.914782
Fiji,1994,10288087613.699999,1802927917.518118
Fiji,1995,11000020570.980001,1855607853.6210513
Fiji,1996,10121197397.91,1865692940.0333745
Fiji,1997,10428119822.65,1857289171.3263836
Fiji,1998,8582372412.06,1752431151.8883045
Fiji,1999,9629864472.050001,1863041565.2907841
Fiji,2000,10427670738.800001,2111566187.681884
Fiji,2001,10888929967.559998,2269875910.6808586
Fiji,2002,10366071777.28,2117071970.4578443
Fiji,2003,12898037226.826956,2803264806.905161
Fiji,2004,14328716542.451523,3188181189.8248954
Fiji,2005,15474845901.895569,2793610608.016502
Fiji,2006,13391134078.417095,2944887936.8885016
Fiji,2007,13781882766.481222,3135063225.25796
Fiji,2008,11468493198.807718,1753090318.2648094
Fiji,2009,6924051943.244111,1479898593.9569445
Fiji,2010,9157532483.364435,2089842028.6688113
Fiji,2011,7490324343.437741,1592814539.9714391
Fiji,2012,7140959462.265265,1546997558.1461215
Fiji,2013,8001231139.921448,1675056748.2020009
Fiji,2014,8378653206.024529,1749452485.4706109
Finland,1990,6985831765902.681,2573737606277.547
Finland,1991,587761475554.7361,157296877281.8266
Finland,1992,590255558241.0781,156994460788.11777
Finland,1993,7294130305079.32,2686878940288.5664
Finland,1994,722082239646.8,197175402493.71384
Finland,1995,721823912606.3201,183635095706.2717
Finland,1996,740772545285.446,200721993969.3681
Finland,1997,9007421229622.275,3327058104476.127
Finland,1998,712169099160.204,189394068436.935
Finland,1999,729315627079.816,196073510325.68848
Finland,2000,822343192992.5388,232205666297.1812
Finland,2001,843346767288.0969,239662184175.31265
Finland,2002,881525200942.6289,251832959808.9254
Finland,2003,962055165717.7693,276210868437.45874
Finland,2004,938576909515.8726,267708608613.92633
Finland,2005,903975829848.4766,244872607283.09515
Finland,2006,976040974289.7019,280008080005.5641
Finland,2007,947563990596.6572,269143841862.54614
Finland,2008,985604060909.0684,271312216945.38458
Finland,2009,944921221335.7493,269005921100.78833
Finland,2010,1008986535028.2212,290337557049.32684
Finland,2011,990985786889.9427,285262725539.26874
Finland,2012,949943236768.1067,273475791809.31894
Finland,2013,969483163055.634,280703594374.0364
Finland,2014,947076621615.0526,273637516391.94025
France,1990,11495084975853.88,3394221582338.335
France,1991,4210139897029.966,1110105220480.774
France,1992,4170818763770.1675,1090884478753.3185
France,1993,11757757231903.99,3486426559577.248
France,1994,3941225947675.12,1008473745414.1726
France,1995,4418476547288.266,1073139638485.08
France,1996,4227277055411.218,1081294748865.8912
France,1997,11802141315061.332,3496317365804.4595
France,1998,4354129499765.089,1112476883363.663
France,1999,4314346929784.7007,1091227953337.8966
France,2000,4346165024490.0503,1091961787419.5327
France,2001,4361397795577.5454,1089965761845.7141
France,2002,4313253982640.668,1073305860773.6976
France,2003,4568478593630.18,1146316627375.1372
France,2004,4577222946754.957,1145667174452.2805
France,2005,15418143805158.688,4167235239116.8086
France,2006,4495243946527.4375,1115562891175.0222
France,2007,4448412961116.583,1102852618483.3062
France,2008,15455545365895.812,4167511572364.105
France,2009,4414881517824.642,1095020560234.276
France,2010,4444092309942.714,1102012456002.3813
France,2011,4196621164721.3413,1023259358161.7401
France,2012,4266836028931.65,1050208039061.298
France,2013,4155522432211.3906,1022552603617.0385
France,2014,5558324710026.413,1483463969694.6477
French Guiana,1990,3718855379.16,1028395809.614604
French Guiana,1991,3872355444.3359995,1078424467.0323958
French Guiana,1992,4074040841.853999,1132073935.817721
French Guiana,1993,4108236979.522,1146026236.002219
French Guiana,1994,3750129029.478,1031777337.5057851
French Guiana,1995,3599940348.986,984165490.336735
French Guiana,1996,3292243769.502,889605137.719885
French Guiana,1997,3311847562.938,891303044.336895
French Guiana,1998,3950337989.5965996,1095448817.572778
French Guiana,1999,3467775890.125,933917179.101503
French Guiana,2000,3562083354.4598,966415365.1278088
French Guiana,2001,4064575892.4435997,1077350444.264773
French Guiana,2002,3863995375.446,1013603867.2875013
French Guiana,2003,4491050572.912,1220499453.4518614
French Guiana,2004,4576388913.716,1237122738.7743945
French Guiana,2005,4622559749.586,1246449079.2853265
French Guiana,2006,4400827887.934,1169679069.1440244
French Guiana,2007,4821467895.468,1287423686.0027182
French Guiana,2008,7163319140.06,1414968773.2864883
French Guiana,2009,7391574067.639999,1484597521.2739382
French Guiana,2010,5616640891.16,1520953366.0329301
French Guiana,2011,5708247458.842,1547397933.269321
French Guiana,2012,5565973560.018,1495139733.136385
French Guiana,2013,5642518957.867999,1520070327.1290839
French Guiana,2014,6148752110.231999,1658414675.9587
French Polynesia,1990,3027278504.6024,769465538.5574161
French Polynesia,1991,2924170297.4048004,741273669.563352
French Polynesia,1992,2866710064.766,718444957.5312951
French Polynesia,1993,2877449401.0908003,720788625.247917
French Polynesia,1994,2912378470.9896,729208647.8476651
French Polynesia,1995,3000787247.9348,745256765.4659485
French Polynesia,1996,2964758896.401,737926836.884404
French Polynesia,1997,3041139035.2384,757305782.573593
French Polynesia,1998,3091481754.866,758281529.8273109
French Polynesia,1999,3212374675.9878006,804562096.315151
French Polynesia,2000,3682967554.1689997,922165208.2609816
French Polynesia,2001,4322603276.4994,1087086435.1793883
French Polynesia,2002,4392255969.62142,1105955507.3371444
French Polynesia,2003,4723970252.943,1189061130.1845
French Polynesia,2004,4704458003.666399,1176769686.059093
French Polynesia,2005,5965155042.579199,1268374106.2882283
French Polynesia,2006,4894401576.754,1223920943.8827682
French Polynesia,2007,5047088738.9536,1257911643.648606
French Polynesia,2008,6194899636.019999,1316654506.3826163
French Polynesia,2009,5200042570.635799,1298555428.6519272
French Polynesia,2010,5323474895.9664,1314821279.5519102
French Polynesia,2011,5063846070.1678,1260007323.8562827
French Polynesia,2012,4980730135.5952,1239537870.2570546
French Polynesia,2013,4991837919.2992,1247303940.277441
French Polynesia,2014,4871994515.787199,1212563078.9768467
Gabon,1990,1369471318874.3247,382066826944.2665
Gabon,1991,2208551328713.095,631889528402.6254
Gabon,1992,2214267477121.645,633492003464.4083
Gabon,1993,2419414628926.546,660739442551.8837
Gabon,1994,2215129255545.03,633877577779.9874
Gabon,1995,2297714464825.18,636168826087.4071
Gabon,1996,2218231339770.165,634904384397.1677
Gabon,1997,2651885435648.8936,709698004735.1241
Gabon,1998,2653717656000.5435,710306174824.2596
Gabon,1999,4523179143629.518,1244033676855.36
Gabon,2000,4543847042974.358,1248334880393.2805
Gabon,2001,4545472179633.745,1248885582346.043
Gabon,2002,4548280543121.0205,1249779321757.6367
Gabon,2003,4100717433221.255,1173283702496.0798
Gabon,2004,4101609532956.3066,1173723610166.27
Gabon,2005,4032341303011.395,1078781882755.7415
Gabon,2006,3541346810890.077,1014004409337.6486
Gabon,2007,5515311784146.118,1553024195798.303
Gabon,2008,6505080026857.314,1783151189887.3794
Gabon,2009,6016282571756.785,1720742336503.1375
Gabon,2010,6021186609136.2705,1722179715982.2285
Gabon,2011,6032501219462.91,1725791290451.0698
Gabon,2012,6032625842487.543,1725957003439.1533
Gabon,2013,6035278927318.167,1726886575628.692
Gabon,2014,3603140920202.8096,1009408087238.2207
Gambia,1990,6199046069.0859995,2286452546.238293
Gambia,1991,6388998498.816,2356640432.247268
Gambia,1992,6749543786.452,2495844655.9665575
Gambia,1993,6966325624.943999,2572915949.2799873
Gambia,1994,6740089888.4,2483659705.6528277
Gambia,1995,6849978865.199999,2520153012.681228
Gambia,1996,6862467762.479999,2523948126.540428
Gambia,1997,6931428925.559999,2549449854.699128
Gambia,1998,7019973435.24,2572588774.980028
Gambia,1999,7181506891.4,2622293466.369528
Gambia,2000,8344552825.8359995,3068568137.9978676
Gambia,2001,8542726272.108,3128205291.3884478
Gambia,2002,8792315843.386599,3205951982.4967575
Gambia,2003,8918696431.048597,3251112772.455562
Gambia,2004,9062720698.3316,3300926792.292472
Gambia,2005,9194426178.1816,3347717531.993347
Gambia,2006,9378855314.322601,3408583076.108779
Gambia,2007,10079463638.2088,3647380229.4612255
Gambia,2008,10163199805.9088,3669142418.6100755
Gambia,2009,10988723352.456001,3970926045.305727
Gambia,2010,10427709901.076002,3753711517.5710444
Gambia,2011,10645360066.796001,3823185699.9161253
Gambia,2012,10737818187.838,3863712267.1165094
Gambia,2013,10872944700.405201,3915007736.233549
Gambia,2014,11263797668.543602,4046017855.4112296
Georgia,1992,147924133755.36597,35653371268.375015
Georgia,1993,287389235114.28204,34005068794.75311
Georgia,1994,113239080691.21402,27329950245.343525
Georgia,1995,268921185951.814,29707972945.097736
Georgia,1996,90979417518.01802,23247738557.890457
Georgia,1997,309416543916.704,42052480256.20683
Georgia,1998,173677842134.904,40241463826.77328
Georgia,1999,173008374835.41467,40092439837.14253
Georgia,2000,168013987860.904,38883692577.771576
Georgia,2001,92189634776.89998,23808514639.674545
Georgia,2002,121864739093.98079,35367723816.38439
Georgia,2003,119982013090.8328,34773772765.67314
Georgia,2004,123005426165.90352,35474646783.97567
Georgia,2005,383193995282.56683,55656519348.89986
Georgia,2006,123643709158.167,33625689841.42562
Georgia,2007,194720703298.07205,48316052041.20369
Georgia,2008,1965717437015.5496,586167226200.6628
Georgia,2009,123790118391.5766,33700759750.162834
Georgia,2010,125808955456.19716,33709653823.926598
Georgia,2011,128095788226.3356,33974441236.626274
Georgia,2012,129865687439.099,34432198848.366234
Georgia,2013,138923098864.046,38438994672.32634
Georgia,2014,7547587522246.268,2455506527012.754
Germany,1991,364897175437915.9,119132649301880.05
Germany,1992,7255043832429.791,1998742384993.2566
Germany,1993,2187541018945941.5,715667167860910.0
Germany,1994,7125885384560.942,1944290327149.3997
Germany,1995,9872751191966.914,2454389806305.44
Germany,1996,7063207562211.084,1899982173668.6843
Germany,1997,2185209476684366.2,714842557279648.2
Germany,1998,555227691437785.06,180996409702370.03
Germany,1999,554930426517709.56,180889665065671.62
Germany,2000,10064743702444.566,2443582126493.18
Germany,2001,6884613938833.146,1791591312842.2395
Germany,2002,6770967568686.071,1758750572811.991
Germany,2003,7169715895383.22,1930640389852.2437
Germany,2004,7259375591700.148,1958472338924.621
Germany,2005,237635483347126.97,77167297511361.22
Germany,2006,7443365225152.984,1999508958190.441
Germany,2007,34185903069783.117,10595140569307.064
Germany,2008,167212210143144.8,54159972597985.46
Germany,2009,6948806405131.475,1858297309533.9673
Germany,2010,7289256702699.367,1950954534270.5579
Germany,2011,7134847418771.367,1914450069347.431
Germany,2012,7142455471015.361,1917516819223.2292
Germany,2013,7279046780858.524,1943620200206.851
Germany,2014,980136402625435.5,320569581752871.44
Ghana,1990,217039212060.8,71896742922.57973
Ghana,1991,166154236865.99994,58471695515.59834
Ghana,1992,208669909367.4,75261604553.15527
Ghana,1993,507878383984.5739,140707580126.14685
Ghana,1994,286212860502.5999,103995223165.8788
Ghana,1995,549045380997.08466,155421446362.5988
Ghana,1996,288433306513.7999,104530707227.38231
Ghana,1997,564629193184.5563,158691609714.21976
Ghana,1998,559972414202.7562,158091961713.8496
Ghana,1999,565140008713.3561,159190775805.54715
Ghana,2000,553287429746.6653,152030297456.94736
Ghana,2001,571073335514.8059,158807055199.3636
Ghana,2002,302683200948.8023,104738683717.39319
Ghana,2003,258030525975.75052,92490995552.37675
Ghana,2004,253930507111.3976,90345039168.06386
Ghana,2005,528276640574.9132,139262145241.1953
Ghana,2006,231679133399.78116,81068672149.58647
Ghana,2007,483284884865.80133,130957594864.75465
Ghana,2008,508920611127.1379,129657546270.91414
Ghana,2009,427877240781.56195,134383578139.70581
Ghana,2010,432877681376.6603,135181675623.64813
Ghana,2011,460208270176.09705,144070773236.47293
Ghana,2012,483260489637.6767,152762733510.91843
Ghana,2013,491964848423.4674,155906969671.72662
Ghana,2014,1564105350821.3154,442641539861.18726
Gibraltar,1990,20923793675.8,5915006239.508705
Gibraltar,1991,20887432517.999996,5900643295.457471
Gibraltar,1992,21080494219.2,5953108445.064805
Gibraltar,1993,21497493158.31,6070486640.707954
Gibraltar,1994,22526361256.784,6359830608.279321
Gibraltar,1995,23168639549.184002,6542082102.170177
Gibraltar,1996,23817367287.184002,6725606803.856378
Gibraltar,1997,25288840686.583996,7141995303.689575
Gibraltar,1998,30236094639.583996,8543382103.878121
Gibraltar,1999,31823512573.783997,8992354319.346272
Gibraltar,2000,32331651861.983997,9135121494.262144
Gibraltar,2001,35535487763.98399,10043363774.533611
Gibraltar,2002,39232879609.98399,11091280485.05653
Gibraltar,2003,45069689831.784,12745411368.951288
Gibraltar,2004,43030635346.584,12164426886.342201
Gibraltar,2005,48160083887.383995,13617673926.531792
Gibraltar,2006,47062610781.584,13304868393.001347
Gibraltar,2007,50875752716.98399,14385691753.55001
Gibraltar,2008,49496312460.18399,13993516712.114058
Gibraltar,2009,52415981456.18399,14818235789.625679
Gibraltar,2010,50678174507.98399,14325314252.634544
Gibraltar,2011,50432868761.784,14256750951.07017
Gibraltar,2012,50890785781.184,14385646911.066858
Gibraltar,2013,46913143705.383995,13254793291.46824
Gibraltar,2014,35680940261.584,10066430260.106081
Greece,1990,23066159615344.23,7589286505894.186
Greece,1991,779715643640.4539,226745348070.93185
Greece,1992,803735204702.2152,233973332299.0797
Greece,1993,23130121132465.98,7601058002698.854
Greece,1994,818067715189.6877,237640934738.71518
Greece,1995,11873003827591.826,3830787272937.495
Greece,1996,11828134121413.447,3839726242192.895
Greece,1997,21476139685245.01,6963672776640.206
Greece,1998,12399957934447.1,4015873058542.868
Greece,1999,12381376947249.629,4009777677073.127
Greece,2000,12509663512026.418,4024344125537.379
Greece,2001,950333468663.0957,272260561978.70007
Greece,2002,969267865026.5796,277361141533.47986
Greece,2003,1029418574340.3995,293366561973.01465
Greece,2004,977829364954.8357,278747067885.87756
Greece,2005,26800307857327.387,9279538442163.896
Greece,2006,975872657410.976,275322843665.8151
Greece,2007,15929588678396.744,5170311128664.139
Greece,2008,12563828613591.283,4043425715861.6143
Greece,2009,972093545873.4468,272605716991.24033
Greece,2010,974874925653.3928,272477590038.70078
Greece,2011,970423166765.531,272633836577.3178
Greece,2012,1045576410969.9167,293882544421.1743
Greece,2013,1005171761449.6017,279838439923.73425
Greece,2014,25854550376829.34,8415576965387.709
Greenland,1990,1250260655476.4,264063494207.379
Greenland,1991,2430449883.4,632114835.8252001
Greenland,1992,713861553804.8,233638450629.48822
Greenland,1993,1250080089973.0,264010654354.94
Greenland,1994,713984176982.8,233667973397.488
Greenland,1995,1250097340982.8,264014739607.488
Greenland,1996,780146785466.0,255332609506.5288
Greenland,1997,1961839271485.4001,497105099940.4502
Greenland,1998,1250196924393.4001,264040688655.593
Greenland,1999,1250271488933.8376,264032036501.03503
Greenland,2000,1250541466759.9255,264100197324.86923
Greenland,2001,1250577977890.1475,264111074785.56754
Greenland,2002,1250592233455.2576,264110839515.91644
