Country,Year,KWH,CO2
Qatar,1993,83790254332683.69,17692213536267.312
Qatar,1994,7264299094955.952,2052884125745.8967
Qatar,1995,7264451337130.257,2052838471961.7388
Qatar,1996,7277406814473.315,2055757451218.0876
Qatar,1997,104529834857592.92,21936754409645.812
Qatar,1998,104670789745427.8,21966097057231.59
Qatar,1999,104734337698087.23,21979056442247.594
Qatar,2000,104737156092235.02,21979493475024.062
Qatar,2001,24014612698996.023,6812200298692.183
Qatar,2002,24090238515796.12,6829526161826.336
Qatar,2003,24154697224105.3,6842387281123.969
Qatar,2004,24265515392245.832,6865336670016.462
Qatar,2005,299848950923279.06,63048688851869.92
Qatar,2006,22785038625451.42,6425727013972.847
Qatar,2007,300012778443561.8,63085105649647.52
Qatar,2008,309661063555227.06,66240037690898.54
Qatar,2009,38061619146612.55,10734145622014.564
Qatar,2010,38527341951675.98,10833618565612.75
Qatar,2011,43328235932214.27,12168574126513.857
Qatar,2012,43511770049198.32,12208805755562.09
Qatar,2013,43556439383272.85,12218236687052.438
Qatar,2014,298457023366342.1,63578732498981.04
Republic of Moldova,1992,123080149408.32399,31140909887.48144
Republic of Moldova,1993,92049757547.75,22715776915.104187
Republic of Moldova,1994,72401133268.20999,17918076189.414658
Republic of Moldova,1995,68823099729.022,15904199362.044876
Republic of Moldova,1996,72223861529.906,17343381328.114235
Republic of Moldova,1997,51475760848.37814,12304950211.287113
Republic of Moldova,1998,42239749129.56269,10639768579.101711
Republic of Moldova,1999,29891497345.39548,7435727662.452637
Republic of Moldova,2000,23159141341.499016,5869218141.38472
Republic of Moldova,2001,24729087991.326054,6175243762.53216
Republic of Moldova,2002,25463162651.977455,6434606937.66132
Republic of Moldova,2003,30292122950.517998,7770876806.461891
Republic of Moldova,2004,29523589555.954,7461374732.911706
Republic of Moldova,2005,33602941981.596004,7923001396.05817
Republic of Moldova,2006,32067698091.195995,8099842054.630188
Republic of Moldova,2007,32132477523.258003,8133061497.387843
Republic of Moldova,2008,34495504542.186,8359494654.7911
Republic of Moldova,2009,30545475388.618,7839347046.063523
Republic of Moldova,2010,37148771357.70599,10157463532.876799
Republic of Moldova,2011,39372679801.904,10971912534.165604
Republic of Moldova,2012,38992991272.22199,11063154836.491673
Republic of Moldova,2013,41528193445.77,11953771374.492413
Republic of Moldova,2014,43379748370.065994,12847495794.51248
Romania,1990,24232734801756.566,7610028251834.866
Romania,1991,3527132444312.5156,982060664665.8184
Romania,1992,3515653617937.5386,984331540001.6515
Romania,1993,28060347080269.62,8444777668811.027
Romania,1994,3440059217594.776,966090260201.536
Romania,1995,15523187018530.178,4899380046084.843
Romania,1996,3543356422701.97,1001932936583.5519
Romania,1997,22205499179737.207,6537139970840.483
Romania,1998,8090927155765.702,1927623617478.5774
Romania,1999,6680292554381.042,1522874757995.3691
Romania,2000,6682422552688.689,1523516733615.108
Romania,2001,1932276922456.5063,543258852587.1475
Romania,2002,1951308303416.9707,549217961217.4428
Romania,2003,1971324113668.7085,556795298204.3896
Romania,2004,1971089913067.9177,559023697220.1648
Romania,2005,67031703945078.29,21726068646986.273
Romania,2006,1474954227656.7468,416457856782.86127
Romania,2007,2676241883422.2285,671886427916.3745
Romania,2008,17383095946822.701,5490902133587.496
Romania,2009,1387377602558.572,395886851237.0653
Romania,2010,1374391578334.3655,391482452523.22095
Romania,2011,1367719915593.598,388163072964.9846
Romania,2012,1358117162939.5945,388086792996.6512
Romania,2013,1290142813898.0051,367125567752.8301
Romania,2014,61070447924359.02,19798412314108.777
Russian Federation,1992,95980573187210.19,26813940644694.86
Russian Federation,1993,613319372507744.1,131930103814957.34
Russian Federation,1994,93700670967418.75,26181906971056.582
Russian Federation,1995,96115168577173.27,26097788146632.14
Russian Federation,1996,92798181222278.27,25924393798933.215
Russian Federation,1997,2.426347548716432e+16,7904684876905448.0
Russian Federation,1998,603145116186008.4,130131364340010.4
Russian Federation,1999,603474025654950.5,130231834133416.77
Russian Federation,2000,571125789370287.5,123617378620771.47
Russian Federation,2001,589667643111681.0,128915020274744.62
Russian Federation,2002,589669068540081.4,128910869955160.73
Russian Federation,2003,111517911216326.9,31218133930615.668
Russian Federation,2004,111876275630070.92,31310206337749.16
Russian Federation,2005,4982869746354850.0,1547134920978767.8
Russian Federation,2006,134156245638060.61,37641838463514.66
Russian Federation,2007,1470828022223286.2,412103251704349.44
Russian Federation,2008,1785678042956621.5,503919871582879.75
Russian Federation,2009,140657504420145.16,39547152472356.484
Russian Federation,2010,142190446573664.94,39912853483343.25
Russian Federation,2011,113568962484854.06,31720099609657.17
Russian Federation,2012,113946761944453.33,31859563939493.332
Russian Federation,2013,114180638510667.31,31896061621752.047
Russian Federation,2014,2.8096130655546904e+16,9150938535484526.0
Rwanda,1990,6076030095356.466,2200408718191.019
Rwanda,1991,35783551371.156,13645651792.80458
Rwanda,1992,35791668361.60558,13645081114.675314
Rwanda,1993,656626908179.431,139971960262.1884
Rwanda,1994,30205629063.425186,11467930757.748873
Rwanda,1995,6102820435717.75,2209791506507.5625
Rwanda,1996,64379575443.09952,24807327485.964756
Rwanda,1997,6124741624605.437,2218344415991.8135
Rwanda,1998,6126240694424.889,2218908818562.209
Rwanda,1999,6129735688004.17,2220255749048.2505
Rwanda,2000,6101722221164.17,2209329350557.42
Rwanda,2001,6101707807237.958,2209324575641.2827
Rwanda,2002,5483982883871.602,2083074107633.0195
Rwanda,2003,58733619449.53969,22564384746.324722
Rwanda,2004,58783956346.69154,22577571581.548214
Rwanda,2005,702660966114.0372,158082859770.5232
Rwanda,2006,85766306862.61258,32892138802.859623
Rwanda,2007,706745508128.4564,160369567883.96118
Rwanda,2008,712072274942.0482,161670533678.16333
Rwanda,2009,95732936128.06955,36691771753.16376
Rwanda,2010,99388091731.02322,38082836298.94691
Rwanda,2011,102771654719.12498,39320027419.62684
Rwanda,2012,106314551065.43216,40632560578.8264
Rwanda,2013,109954830416.8768,42015538229.21417
Rwanda,2014,724621040664.673,167807391289.99963
Réunion,1990,8230514749.0720005,1833914842.4633257
Réunion,1991,9449207823.474,2142866814.2378576
Réunion,1992,10204668797.401001,2344808016.3641634
Réunion,1993,9968477049.470001,2273116433.4611487
Réunion,1994,10244472653.909998,2324940211.1982493
Réunion,1995,11046383221.777998,2522017391.9341187
Réunion,1996,11685958263.633,2725055216.766112
Réunion,1997,12742776853.397001,3071352607.407842
Réunion,1998,13725352098.928,3369913922.400964
Réunion,1999,13890384727.754,3425013209.5794253
Réunion,2000,15354828971.7168,3845806305.879787
Réunion,2001,15796316327.4052,3989143707.7950664
Réunion,2002,15981891353.501598,4019072593.7306356
Réunion,2003,16297827681.463001,4087392604.4174795
Réunion,2004,17897269539.734802,4528102040.239021
Réunion,2005,18076956155.2778,4654978021.662814
Réunion,2006,18514907894.6036,4790069871.767076
Réunion,2007,19216332155.2948,5029140431.347309
Réunion,2008,20294004175.2946,5289932869.941734
Réunion,2009,20947672495.9658,5468037368.560304
Réunion,2010,21326757640.903797,5553279349.647388
Réunion,2011,22358900306.9956,5876019999.28268
Réunion,2012,21506045770.468597,5597875728.389879
Réunion,2013,20731137539.403797,5373777694.632079
Réunion,2014,21016697212.069996,5444160144.653943
Samoa,1990,1435392263.92,475871165.54729676
Samoa,1991,1445725601.0800002,479323533.2442568
Samoa,1992,1474225612.5499997,485798136.3312368
Samoa,1993,1621975615.4199998,490977412.1039568
Samoa,1994,1499697845.29,493303814.16237676
Samoa,1995,1660797858.0400002,501729297.9436168
Samoa,1996,1567371219.2120004,511197547.0950768
Samoa,1997,1584143446.232,514515415.0442369
Samoa,1998,1595499005.6320002,518142691.07045686
Samoa,1999,1624628689.5568,526469177.37730885
Samoa,2000,1674703740.8368,536486023.4597488
Samoa,2001,1724840196.4768002,548468151.4794888
Samoa,2002,1759590550.5168,554562312.3778088
Samoa,2003,1784525402.3768,565139106.0301088
Samoa,2004,1791854082.4367998,570156120.3110288
Samoa,2005,1832209525.2568,582063634.0983288
Samoa,2006,1888809755.0368,597479694.5039312
Samoa,2007,1968943118.2768,619868632.9924312
Samoa,2008,2016451316.9268003,638499476.8199662
Samoa,2009,2051540923.3918002,651922596.5491637
Samoa,2010,2084989404.3347998,661361415.7077305
Samoa,2011,2031545417.0358,636356206.3885481
Samoa,2012,2034563744.2298002,637347141.5562242
Samoa,2013,2091381238.096,655833733.5174198
Samoa,2014,2093838485.1809998,657236053.2214273
Sao Tome and Principe,1990,1136979119.0,411493425.0891
Sao Tome and Principe,1991,1170729146.8,423073156.7751
Sao Tome and Principe,1992,1189423606.2,431457427.24219996
Sao Tome and Principe,1993,1212868068.6,440390767.5782
Sao Tome and Principe,1994,1225090299.8,445108937.7462
Sao Tome and Principe,1995,1248534762.2,454042278.0822
Sao Tome and Principe,1996,1292425685.3999999,468844803.6687
Sao Tome and Principe,1997,1315870147.8,477778144.00470006
Sao Tome and Principe,1998,1342255500.6399999,486045900.33049995
Sao Tome and Principe,1999,1359477731.84,491179570.4985
Sao Tome and Principe,2000,1404624458.366,506316596.6154999
Sao Tome and Principe,2001,1414873910.7700002,510991505.60938
Sao Tome and Principe,2002,1467684782.272,526094192.12508
Sao Tome and Principe,2003,1523456213.378,543010219.34734
Sao Tome and Principe,2004,1582742647.456,559989610.08578
Sao Tome and Principe,2005,1624368066.3620002,572454791.43054
Sao Tome and Principe,2006,1650893086.3019998,579913194.8800398
Sao Tome and Principe,2007,1693372551.9299998,592025585.0736799
Sao Tome and Principe,2008,1748139259.6100001,607984535.9113201
Sao Tome and Principe,2009,1799079572.5399997,622724208.92585
Sao Tome and Principe,2010,1863740728.0199997,641151823.2237799
Sao Tome and Principe,2011,1895989195.3,650741444.3554001
Sao Tome and Principe,2012,1949889229.94,665668017.19785
Sao Tome and Principe,2013,1961931106.24,670313105.6361
Sao Tome and Principe,2014,1961931106.24,670313105.6361
Saudi Arabia,1990,475731575171886.6,131016772072884.92
Saudi Arabia,1991,425030207951003.25,121179574898256.84
Saudi Arabia,1992,425142419826748.56,121206351328389.44
Saudi Arabia,1993,481651441945999.25,132755360507067.8
Saudi Arabia,1994,425337603634062.3,121247378687203.66
Saudi Arabia,1995,424751487844889.2,121125739702088.22
Saudi Arabia,1996,424903569899160.6,121163669112447.78
Saudi Arabia,1997,479225770687220.6,132023384719972.81
Saudi Arabia,1998,479351106539541.3,132051599678934.38
Saudi Arabia,1999,482562277600045.4,132967144643616.92
Saudi Arabia,2000,482625814211701.6,132981342888131.83
Saudi Arabia,2001,426588514861662.1,121638051894971.56
Saudi Arabia,2002,426731063374585.3,121666931206584.78
Saudi Arabia,2003,426960342018612.06,121721040346192.64
Saudi Arabia,2004,427280853284997.94,121790361119294.58
Saudi Arabia,2005,482622544578525.44,131628059167228.84
Saudi Arabia,2006,409319915339503.56,116651402196406.23
Saudi Arabia,2007,485822283167720.06,132275332203571.7
Saudi Arabia,2008,490153764651895.0,133141182760598.25
Saudi Arabia,2009,408920330307579.2,116537904294965.67
Saudi Arabia,2010,409142624132137.5,116583836613125.5
Saudi Arabia,2011,428993242056845.5,122243590029249.89
Saudi Arabia,2012,429280130237606.3,122309653588718.78
Saudi Arabia,2013,429252173433436.7,122302608787910.61
Saudi Arabia,2014,523546346524523.75,141976635611880.72
Senegal,1990,183079784035.50934,66992288218.3799
Senegal,1991,75493028804.43845,26047438788.547165
Senegal,1992,74992978537.9866,25924289480.471878
Senegal,1993,186764636012.37534,67435198065.243195
Senegal,1994,77480573197.44774,26662852316.566933
Senegal,1995,187632468718.47186,67836467136.06792
Senegal,1996,78753002352.11832,27267801499.47835
Senegal,1997,443191624559.99866,145208750827.14575
Senegal,1998,445559981436.3375,145999936685.54095
Senegal,1999,449010799352.02814,147080142284.78815
Senegal,2000,454162502965.7074,148713249430.202
Senegal,2001,455800569843.42004,149290942495.98697
Senegal,2002,456933889087.34937,149721731828.3432
Senegal,2003,97112453818.50702,33247380730.219204
Senegal,2004,100087594610.20494,33983853629.95834
Senegal,2005,232011673230.38858,59144937787.13296
Senegal,2006,102305782835.57477,34964300971.031975
Senegal,2007,232076770250.0088,63131695578.87667
Senegal,2008,234376813253.80774,61823785333.96652
Senegal,2009,149062493726.73044,52694312317.325294
Senegal,2010,146517658265.2556,51627816603.25987
Senegal,2011,151534625173.3243,53371645035.85701
Senegal,2012,154166669890.77606,54331302693.87891
Senegal,2013,135826367974.08931,47036841890.407646
Senegal,2014,140960690705.47598,48764875712.24874
Serbia,2005,83307580674464.33,27193617386134.906
Serbia,2006,459307573930.951,133079885383.43443
Serbia,2007,54836410814611.48,17880376298573.594
Serbia,2008,82035963568640.86,26779829466429.81
Serbia,2009,457985519915.6301,134130963034.42502
Serbia,2010,462352404798.0573,134377109404.28192
Serbia,2011,480671906290.34265,140796007835.71292
Serbia,2012,452571240501.82983,132747770366.69225
Serbia,2013,474592368627.88324,138590457621.9451
Serbia,2014,86077910559104.89,28136646562463.16
Serbia and Montenegro,1992,405493008740.792,115405128799.33742
Serbia and Montenegro,1993,369595285750.522,106449679906.82616
Serbia and Montenegro,1994,360848860591.88007,104514100921.88739
Serbia and Montenegro,1995,378474284219.122,110311984056.26947
Serbia and Montenegro,1996,407189353634.20593,115783410375.66267
Serbia and Montenegro,1997,1006391062439.6099,217773396737.15442
Serbia and Montenegro,1998,892855150685.97,217317173765.46524
Serbia and Montenegro,1999,811421583023.1812,193007298015.51028
Serbia and Montenegro,2000,857931303634.13,210511235661.63568
Serbia and Montenegro,2001,546956330674.9731,158912202666.04962
Serbia and Montenegro,2002,563253419590.4752,163852459138.21118
Serbia and Montenegro,2003,574328435360.0833,167521045450.11588
Serbia and Montenegro,2004,590143819598.7692,171086974457.85095
Seychelles,1990,1945403804.032,518966279.42290395
Seychelles,1991,2119515048.832,565296336.478032
Seychelles,1992,2146418514.8000002,569433926.6789681
Seychelles,1993,2227391794.6000004,590450442.083968
Seychelles,1994,2318395853.0,613559436.36324
Seychelles,1995,2320673330.2,614088382.4655681
Seychelles,1996,2312511367.6,610643596.613368
Seychelles,1997,3245321031.2000003,858218958.071368
Seychelles,1998,3234335566.2000003,857507834.04876
Seychelles,1999,3579139891.5339994,947490616.5294933
Seychelles,2000,3785867736.47,1007152081.6322376
Seychelles,2001,4035557302.496,1074717102.177015
Seychelles,2002,3572906799.589999,944910301.186027
Seychelles,2003,3568231122.3780003,947021824.2096008
Seychelles,2004,4873787304.607,1290280500.8735137
Seychelles,2005,4465010721.785999,1187224812.3060076
Seychelles,2006,4760941205.7560005,1266309890.4508424
Seychelles,2007,3987688490.893,1052863163.9840707
Seychelles,2008,4304481835.1568,1137695497.6193395
Seychelles,2009,4671167233.804799,1241009648.1423016
Seychelles,2010,4285457485.9786,1130613891.574677
Seychelles,2011,3841692614.5542,1012213668.9059545
Seychelles,2012,4344537448.218201,1146881835.4053457
Seychelles,2013,4187049950.1443996,1103661431.9467678
Seychelles,2014,4487594575.436001,1183158264.3602414
Sierra Leone,1990,62432347988.75999,23320820856.80503
Sierra Leone,1991,61522930589.759995,22942633567.83588
Sierra Leone,1992,60931924561.399994,22741134140.303143
Sierra Leone,1993,66927273915.28001,22545101845.294403
Sierra Leone,1994,59260078773.87999,22077590446.905056
Sierra Leone,1995,67994430878.479996,23028537710.639656
Sierra Leone,1996,61357292748.159996,22929409236.84584
Sierra Leone,1997,72360684878.0,24628787076.074753
Sierra Leone,1998,73914743776.8,25224644578.538353
Sierra Leone,1999,75441750583.87999,25827113418.23196
Sierra Leone,2000,77187994435.65779,26491481160.809814
Sierra Leone,2001,77760642730.81558,26650724681.36104
Sierra Leone,2002,78014860472.20798,26740006033.736877
Sierra Leone,2003,71403727843.52585,26734603222.030643
Sierra Leone,2004,71693143232.50519,26837667683.58519
Sierra Leone,2005,82492542071.52,27019173629.093098
Sierra Leone,2006,83522865129.6932,27340254651.209183
Sierra Leone,2007,83591003019.89479,27398080816.07311
Sierra Leone,2008,84002241965.9094,27541331836.323196
Sierra Leone,2009,73553143883.98799,27537707840.530407
Sierra Leone,2010,74271830475.17801,27770168702.70978
Sierra Leone,2011,75431342515.866,28133402581.744934
Sierra Leone,2012,76445706096.85399,28473833926.841892
Sierra Leone,2013,77669727646.09001,28867475281.76225
Sierra Leone,2014,785579137574.0441,231295732563.68048
Singapore,1990,1073209586144.468,294906576646.04663
Singapore,1991,1150435367182.526,316305341409.74414
Singapore,1992,1220624717825.1099,335422422918.8992
Singapore,1993,1271279711682.232,348157952488.3244
Singapore,1994,1340721196915.412,366744635385.4253
Singapore,1995,1389051850494.572,380349682471.21796
Singapore,1996,1466571924980.4478,401497424013.3479
Singapore,1997,1448555693907.798,396790467719.4641
Singapore,1998,1489620386049.3584,407944567015.1804
Singapore,1999,1573890538456.3718,432250681171.25085
Singapore,2000,1542275112915.1763,423773866756.09155
Singapore,2001,1555008930526.442,427033445353.4504
Singapore,2002,1592908940715.474,435438757919.9232
Singapore,2003,1857264618876.7722,494643176035.26935
Singapore,2004,1969904567401.2932,522691683782.61896
Singapore,2005,2066643747010.9338,542468872311.4816
Singapore,2006,2185394913552.7249,578451980488.2367
Singapore,2007,2308773461864.6543,611858284712.345
Singapore,2008,2474173539649.103,654625800342.4143
Singapore,2009,2617748479854.081,696089367194.9922
Singapore,2010,2651553668489.106,711365272433.3488
Singapore,2011,2743171907507.163,736365654909.6365
Singapore,2012,2696276025647.451,725858756050.7346
Singapore,2013,2682914339281.0747,721880969488.3656
Singapore,2014,2710989124510.8125,728572813478.0581
Sint Maarten (Dutch part),2012,6386865816.939999,1712956542.222178
Sint Maarten (Dutch part),2013,6499331452.868,1742941285.146844
Sint Maarten (Dutch part),2014,6610263198.519999,1772505246.4838622
Slovakia,1992,359859748329.83295,97739847677.04025
Slovakia,1993,402599228741.1903,103910187113.84097
Slovakia,1994,357518244859.50024,96504295864.24985
Slovakia,1995,379714095674.12573,97461872544.41187
Slovakia,1996,374166806105.2684,100046110395.99211
Slovakia,1997,1700354341210.9004,531843268190.1998
Slovakia,1998,361547843007.6718,95186527258.664
Slovakia,1999,362225978583.3429,94625302414.81549
Slovakia,2000,369768019601.72797,95906295715.81267
Slovakia,2001,404110566419.78015,105684638854.13551
Slovakia,2002,393470774367.65393,102723710128.75679
Slovakia,2003,396164072688.8039,104678204158.12067
Slovakia,2004,401557111504.7452,104707199251.35603
Slovakia,2005,2499642747927.8027,777794089760.2936
Slovakia,2006,393824943234.08795,102345893793.82538
Slovakia,2007,1489391366061.007,450308043011.42944
Slovakia,2008,1488315057258.3396,446697437814.82666
Slovakia,2009,375772294000.35144,98584378372.99239
Slovakia,2010,378692879444.19794,99013553133.57803
Slovakia,2011,387158293498.7307,101181288285.54504
Slovakia,2012,366839176437.30695,96654423673.72765
Slovakia,2013,377089053039.181,98458005750.07797
Slovakia,2014,4738755891609.02,1516571048246.1858
Slovenia,1992,90498250569.48143,24623526107.369087
Slovenia,1993,106868497082.0701,26015368899.831272
Slovenia,1994,94465462564.18904,25425237337.997894
Slovenia,1995,113579929122.0283,27370511807.94849
Slovenia,1996,105174025887.21783,28146828309.775043
Slovenia,1997,1833777648090.4878,590180222202.7642
Slovenia,1998,107709571681.13246,28816757350.185135
Slovenia,1999,107871477280.05487,28622264057.3491
Slovenia,2000,113889505883.67213,31150319818.780567
Slovenia,2001,115591460797.06607,31557211576.24557
Slovenia,2002,116603418260.2342,31879349248.994343
Slovenia,2003,117459875133.1335,32342912993.33213
Slovenia,2004,121142697246.43585,33036331129.449886
Slovenia,2005,2781488162406.1797,898370585746.157
Slovenia,2006,124337154628.41367,33931958171.01403
Slovenia,2007,1006854679746.9587,322945501953.34393
Slovenia,2008,985200534263.8947,315038348234.7048
Slovenia,2009,133759396760.4841,36979003433.93191
Slovenia,2010,138492562407.3244,38256599337.998055
Slovenia,2011,136748274454.6629,37983716054.43718
Slovenia,2012,137696328562.7622,38153815031.14869
Slovenia,2013,134505253271.76878,37178151833.027985
Slovenia,2014,3443167607966.746,1119877427146.6074
Solomon Islands,1990,2813030672.646,999019108.0208399
Solomon Islands,1991,2814260117.274,999274251.13651
Solomon Islands,1992,2803471357.843,996290988.5364575
Solomon Islands,1993,2829813709.628,994035164.859645
Solomon Islands,1994,2783065922.452,990560820.673105
Solomon Islands,1995,2862471636.146,1004675649.1260024
Solomon Islands,1996,2826692886.323,1004243608.5589701
Solomon Islands,1997,3827957108.755,1023009986.40545
Solomon Islands,1998,2829437386.677,1004768027.424905
Solomon Islands,1999,2879114355.6280003,1019547476.11032
Solomon Islands,2000,2880728411.354,1020184501.860585
Solomon Islands,2001,2900907875.382,1025846288.8976551
Solomon Islands,2002,2903844320.01,1026514182.0133251
Solomon Islands,2003,2929346206.94,1033192844.9158
Solomon Islands,2004,2924983708.4100003,1031886133.3104751
Solomon Islands,2005,5947929541.940001,1092392643.7915502
Solomon Islands,2006,2959580940.87,1039761545.622625
Solomon Islands,2007,2905746157.0699997,1005408523.7347999
Solomon Islands,2008,5899827540.479,1060913048.713292
Solomon Islands,2009,2928695898.516359,1015144371.9669722
Solomon Islands,2010,2965675644.7583594,1026468155.6133664
Solomon Islands,2011,2969811492.09,1029477186.852525
Solomon Islands,2012,2995717062.85,1037590840.6081549
Solomon Islands,2013,3027191667.123,1046682977.3549925
Solomon Islands,2014,3053062239.669,1054732766.2652127
Somalia,1990,160080525045.39798,48992604891.96189
Somalia,1991,153098747235.358,46278525812.82394
Somalia,1992,91267556413.04199,34251686563.57003
Somalia,1993,158421823233.63797,48158927296.054146
Somalia,1994,95011048569.7,35707141414.596756
Somalia,1995,98438368608.53201,36833722566.39252
Somalia,1996,101645472874.028,38293182507.96129
Somalia,1997,207286881460.1104,67054610459.97103
Somalia,1998,175526024107.00043,54667555196.97364
Somalia,1999,179505318122.1664,56211347792.41316
Somalia,2000,183683975637.752,57838061936.77967
Somalia,2001,188953190156.9621,59891732357.28749
Somalia,2002,193142599362.97565,61454389402.24235
Somalia,2003,134497939007.54582,50943018318.32666
Somalia,2004,137989339245.10822,52286321376.85714
Somalia,2005,209086525788.88763,67189266917.49714
Somalia,2006,216260937345.4123,69882724080.58502
Somalia,2007,213910100014.26,69773257640.04059
Somalia,2008,220192297874.06,72031661232.51227
Somalia,2009,159431252838.79202,61118682760.84757
Somalia,2010,164426598501.73203,63035890218.22343
Somalia,2011,169988412945.58005,65169916108.334785
Somalia,2012,170036457423.66003,65180666338.29318
Somalia,2013,170046883868.44562,65182632651.75955
Somalia,2014,232328136010.71802,78029673966.44342
South Africa,1990,1030437112240872.0,337299744888408.56
South Africa,1991,2667968390727.644,843635595956.0382
South Africa,1992,3828263688718.885,1080113416771.5371
South Africa,1993,1031167656764143.2,337455463043123.2
South Africa,1994,4744462334981.104,1291990082900.1555
South Africa,1995,4967144448258.905,1356726460680.7437
South Africa,1996,4966575633205.089,1354701792931.115
South Africa,1997,1030992182587468.6,337375803236257.1
South Africa,1998,453859222576353.5,148362402125154.0
South Africa,1999,5214966628650.515,1433786001240.1677
South Africa,2000,5307829874704.561,1460478315923.706
South Africa,2001,3388703944734.308,1067355844756.0972
South Africa,2002,3429083355376.791,1076901813610.6211
South Africa,2003,3572597376272.5273,1124728465647.0735
South Africa,2004,3559171941314.83,1120543712804.2754
South Africa,2005,938007167651652.6,307117760874115.75
South Africa,2006,3641684779068.3003,1144474969602.2646
South Africa,2007,249322819061959.84,81593625920337.11
South Africa,2008,247366613863332.03,80931596589204.22
South Africa,2009,3747922324388.74,1179538544749.0159
South Africa,2010,5235523927329.428,1666278423158.9133
South Africa,2011,5253133599094.52,1669904074913.89
South Africa,2012,5342558136844.432,1700217327069.2402
South Africa,2013,5330187393139.254,1694817846152.597
South Africa,2014,1741853777760717.0,570409163283934.2
South Sudan,2012,34375428003.48851,10690669372.526218
South Sudan,2013,74445441399.52917,22089439956.04062
South Sudan,2014,5566374011532.226,1589739710631.0217
Spain,1990,71543913041383.45,23274100214222.62
Spain,1991,2406987215601.723,671527608379.1278
Spain,1992,2416121602849.06,673318665482.7695
Spain,1993,65425876052637.66,21265015982719.402
Spain,1994,2393137420548.322,662388533438.6012
Spain,1995,2432920432670.957,672561595379.2125
Spain,1996,2344438217932.143,640064068334.0035
Spain,1997,49143748383186.74,15928458742499.285
Spain,1998,2623514509896.377,715710973012.135
Spain,1999,2764318749565.9355,761068588362.6077
Spain,2000,2854663383778.1387,783080909939.7502
Spain,2001,2795345183779.998,758563226942.5802
Spain,2002,2919382242790.389,795671397016.4855
Spain,2003,2919491685080.603,787283854395.8969
Spain,2004,3068750785035.3745,824805147500.8862
Spain,2005,11878950044658.615,3654537393639.731
Spain,2006,3155853072323.98,838334222518.9114
Spain,2007,5851766132193.176,1717649909914.3115
Spain,2008,5952816782364.77,1695205840459.0024
Spain,2009,2978781567909.5913,776572238611.1715
Spain,2010,2936516000589.1343,755456850660.1891
Spain,2011,2999610267455.5317,779828899597.5593
Spain,2012,3020362147480.9937,788588142408.0375
Spain,2013,2883730740752.7026,751752830181.6677
Spain,2014,38512574024620.51,12414723588967.598
Sri Lanka,1990,351122911786.46924,125078975478.86798
Sri Lanka,1991,204480125155.14813,72925995129.17145
Sri Lanka,1992,205042788141.88727,72918371344.85043
Sri Lanka,1993,357734069215.7545,126925509780.09601
Sri Lanka,1994,213544092791.27493,75422037114.28076
Sri Lanka,1995,227567622327.78784,76816617616.68352
Sri Lanka,1996,223234803201.54462,78449711589.27327
Sri Lanka,1997,370455209104.51044,131629853434.09848
Sri Lanka,1998,225737853560.99414,78906732187.75899
Sri Lanka,1999,227337630022.05243,79116321863.69199
Sri Lanka,2000,252595203795.66418,88232206249.20955
Sri Lanka,2001,245513363675.7272,85713525833.40894
Sri Lanka,2002,250216682334.40317,87346924512.18196
Sri Lanka,2003,253230690746.46936,88253269665.63766
Sri Lanka,2004,263025448308.96048,91252356467.33693
Sri Lanka,2005,284276221514.24524,93039091464.22353
Sri Lanka,2006,272532293186.124,94756243450.56085
Sri Lanka,2007,272679357054.46002,94932546224.5981
Sri Lanka,2008,292046660451.21,94642615692.82266
Sri Lanka,2009,280975991415.118,97685537550.32515
Sri Lanka,2010,290135470429.506,100599156104.08958
Sri Lanka,2011,301309248368.704,103997406891.27994
Sri Lanka,2012,301466078968.2281,103838191551.49005
Sri Lanka,2013,295268274069.0322,101065307230.29958
Sri Lanka,2014,309055668245.9158,105830930015.62656
St. Helena and Depend.,1990,40475250.6,11568064.089399999
St. Helena and Depend.,1991,40475250.6,11568064.089399999
St. Helena and Depend.,1992,41965250.6,11904864.089399999
St. Helena and Depend.,1993,54021704.6,15132416.6608
St. Helena and Depend.,1994,54120704.6,15149466.6608
St. Helena and Depend.,1995,54722927.0,15169049.953399999
St. Helena and Depend.,1996,54832927.0,15191649.953399999
St. Helena and Depend.,1997,66837381.0,18416702.524800003
St. Helena and Depend.,1998,67217381.0,18489302.524800003
St. Helena and Depend.,1999,67267381.0,18503202.524800003
St. Helena and Depend.,2000,67607381.0,18560902.524800003
St. Helena and Depend.,2001,66395421.5762112,18082390.336328365
St. Helena and Depend.,2002,70932067.6330808,19544692.362053514
St. Helena and Depend.,2003,68500221.8369392,18649640.08121229
St. Helena and Depend.,2004,51437294.430164,14180648.534821961
St. Helena and Depend.,2005,58810386.8601888,15967846.219725631
St. Helena and Depend.,2006,55448293.9865168,15061165.632879552
St. Helena and Depend.,2007,64603225.904236004,16994255.595164042
St. Helena and Depend.,2008,57156903.8145392,15314007.137014288
St. Helena and Depend.,2009,55617752.0143304,14877383.454506857
St. Helena and Depend.,2010,59788849.9325392,15923225.86036229
St. Helena and Depend.,2011,58865962.46822988,15685202.916919656
St. Helena and Depend.,2012,64254898.65651341,17059611.63441023
St. Helena and Depend.,2013,63775752.65083142,16895986.358854253
St. Helena and Depend.,2014,63172574.01200001,16660676.689710002
